NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
NICUS SPOON INC,White,theater,Y,N,n/a,Y,NA,NA,NA,NA,-3207,-3208,0,22736,22736,0,10023-8504,200106,2012
NOCHE FLAMENCA INC,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,1,10000,-113667,-167248,53581,528122,581703,312000,10024-4022,199709,2012
NORTH AMERICA PASTEL ARTISTS ASSOCIATION INC,White,visual arts,N,N,n/a,ND,NA,NA,NA,NA,-1215,-796,-419,7104,6685,600,11355-5877,200703,2012
NOTES IN MOTION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-73030,-51154,-27201,153006,125805,96967,10012-1553,200205,2012
OLD STONE HOUSE OF BROOKLYN,White,historic preservation,N,N,n/a,Y,NA,NA,1,2500,-7727,39823,-47550,302095,254545,138622,11215-0613,199106,2012
ON THE ROAD PRODUCTIONS INTERNATIONAL INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-15014,NA,4542,8173,12715,28455,10013-2708,200808,2012
ONE YEAR LEASE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-12530,-903,-11627,112198,100571,36514,11217-1695,200203,2012
OPEN CITY INC,White,literary arts,N,N,n/a,N,NA,NA,NA,NA,-13652,382,-14034,185721,171687,174731,10003-0000,200006,2012
OPUS 118 HARLEM SCHOOL OF MUSIC,White,music: classical,Y,N,Youth,N,NA,NA,1,50000,-48041,-7003,-39038,420987,381949,213688,10023-0000,199206,2012
OPUS DANCE THEATRE & COMMUNITY SERVICE,Black,dance: other,Y,Y,n/a,NA,NA,NA,NA,NA,-6355,11838,3083,119392,122475,122475,10035-2703,199806,2012
PAN AFRICAN LITERARY FORUM,Black,literary arts,N,Y,n/a,NA,NA,closed?,NA,NA,-10450,NA,5000,18000,23000,23000,10011-8603,200806,2012
PANAMERICAN MUSICAL ART RESEARCH INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-2058,9,-2067,38832,36765,32220,10033-3120,198909,2012
PARTIAL COMFORT PRODUCTIONS,White,theater,N,N,n/a,N,NA,NA,1,1000,-12168,-7927,-4241,44216,39975,37951,10018-6507,200205,2012
PECCADILLO THEATER COMPANY INC,White,theater,N,N,n/a,N,NA,NA,1,5000,-64949,0,-61858,242359,180501,89012,10036-3510,199601,2012
PEOPLES ARCHITECTURE FOUNDATION LTD,Asian/Pacific Islander,architecture and design,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-38982,NA,-2355,2355,0,0,10038-4309,200706,2012
PERFORMA INC,White,multidisciplinary,N,N,n/a,N,NA,NA,5,98500,-71496,0,-71224,2482683,2411459,1339791,10011-0028,200507,2012
PERFORMERS COMMITTEE INC,White,music: classical,N,N,n/a,N,NA,closed 2013?,NA,NA,-172413,-176414,4001,4224,8225,5475,10023-8133,197506,2012
PERIDANCE ENSEMBLE LTD,White,dance: other,N,N,n/a,Y,NA,NA,1,3500,-19680,NA,3292,109852,113144,61535,10003-5306,198503,2012
PERSONAL SPACE THEATRICS INC,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-1767,NA,4771,3339,8110,4250,10025-4819,200205,2012
PHOENIX THEATRE ENSEMBLE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-17584,-1325,-16259,110251,93992,48294,10010-3601,200412,2012
PICK UP PERFORMANCE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-20133,-4355,-15778,322694,306916,118310,10001-2327,197807,2012
PRIMARY STAGES COMPANY INC,White,theater,N,N,n/a,Y,NA,NA,19,154610,-347652,-311339,-36313,2596270,2559957,992746,10018-9515,198512,2012
PROSPECT THEATER COMPANY INC,White,theater,N,N,n/a,Y,NA,NA,2,16000,-21735,-66947,45122,509108,554230,328866,10018-6507,199809,2012
PUERTO RICAN TRAVELING THEATRE CO INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,NA,NA,-229420,-243072,13652,359571,373223,137400,10025-7008,196903,2012
PULSE ENSEMBLE THEATRE INC,White,theater,Y,N,Women,N,NA,NA,NA,NA,-14438,-12737,-1701,84679,82978,60271,10001-2505,199207,2012
PUPPET WORKS INC,White,theater,N,N,Youth,N,NA,NA,NA,NA,-28832,0,-3793,262402,258609,17161,11215-0562,198110,2012
PUPPETRY ARTS THEATRE INC,White,theater,N,N,Youth,N,NA,NA,1,15000,-14903,-18490,3587,53876,57463,35988,11215-2416,200301,2012
RADIO FOUNDATION INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-58257,-43930,-14327,205032,190705,86744,10024-2073,197708,2012
RIO GRANDE UNION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-37447,-31073,-6374,83955,77581,69535,10012-3900,197309,2012
RIPE TIME INC,White,theater,N,N,n/a,N,NA,NA,2,8500,-11395,23403,-34798,283457,248659,188148,11217-1694,200212,2012
ROOFTOP FILMS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-1005,0,-8628,848613,839985,373442,11215-2732,200906,2012
ROYAL FAMILY PRODUCTIONS INC,White,theater,N,N,n/a,N,NA,NA,1,5000,-8658,-27806,19148,222443,241591,133575,10033-4545,200806,2012
RUSSIAN AMERICAN CULTURAL HERITAGE CENTER INC,White,multidisciplinary,N,N,n/a,N,Cultural Heritage,NA,NA,NA,-10017,14280,-24297,93829,69532,61278,10040-4805,200407,2012
RUSSIAN MUSICAL ARTS SOCIETY OF AMERICA INC,White,music: other,N,N,n/a,N,Cultural Heritage,NA,NA,NA,-75,1786,-1862,46983,45121,23305,10033-5217,199501,2012
SHAKESPEARE SOCIETY INC,White,theater,N,N,n/a,N,NA,closed? 2017,6,107310,-7107,37076,-44183,482550,438367,403335,10013-0000,199806,2012
SHEPHERD CHOIR & OPERA INC,White,music: other,N,N,Religion: Christian,N,NA,NA,NA,NA,-491,-22,-469,5979,5510,5510,11358-3517,201004,2012
SIKH ART & FILM FOUNDATION INC,Asian/Pacific Islander,multidisciplinary,N,Y,Religion: Sikh,NA,Cultural Heritage,NA,NA,NA,-69064,0,-28644,101449,72805,0,10018-5007,200609,2012
SJ CHINESE CULTURE STUDIO INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,closed?,NA,NA,-12710,-8061,-4649,92954,88305,88305,11355-2328,200712,2012
SKYSAVER PRODUCTIONS INC,White,theater,N,N,Youth,ND,NA,NA,1,5000,-859,-112,-747,69637,68890,45450,10003-0800,198210,2012
SOCIETY FOR THE STUDY OF MYTH AND TRADITION INC,White,folk arts/heritage,N,N,n/a,MD,NA,NA,NA,NA,-137392,-286186,31125,512948,544073,59179,10011-9260,197603,2012
SOKOLOW THEATRE DANCE ENSEMBLE LTD,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-33162,-27612,-5550,23002,17452,17452,10113-0351,200403,2012
SPANISH DANCE ARTS COMPANY INC,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-21831,NA,74632,602512,677144,259226,10036-7408,198512,2012
ST LUKES CHAMBER ENSEMBLE INC,White,music: classical,N,N,n/a,Y,NA,NA,27,750000,-22013,1701202,-2343600,6723735,4380135,2357710,10018-4016,197609,2012
STAGEPLAYS THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-315808,-337333,21525,64846,86371,85446,10017-1553,199405,2012
STATEN ISLAND ORCESTRA,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-46232,-63079,16847,46396,63243,59025,10301-2004,200602,2012
STELLA ADLER STUDIO OF ACTING,White,theater,N,N,n/a,Y,NA,NA,3,30500,-962747,-912530,-50217,6294607,6244390,231379,10001-6934,200008,2012
SYLVAN WINDS INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-7832,-4108,-3724,80007,76283,40266,10025-1284,198209,2012
TADA THEATRE AND DANCE ALLIANCE INC,White,theater,N,N,Youth,Y,NA,NA,7,136600,-138241,-240,33764,1820411,1854175,874171,10001-6410,198512,2012
TAKE WING AND SOAR PRODUCTIONS INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-6816,NA,1905,59448,61353,34105,10027-3322,200307,2012
TARUMI VIOLIN CHILDRENS FOUNDATION FOR THE ARTS,Multiracial,music: classical,Y,Y,Youth,NA,NA,NA,NA,NA,-2328,16916,-19244,7220,-12024,11100,11363-0000,199610,2012
TECTONIC THEATER PROJECT INC,White,theater,N,N,n/a,N,NA,NA,1,8750,-23459,NA,76300,402752,479052,430976,10018-6507,199304,2012
TERRANOVA THEATRE COLLECTIVE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-2806,-3873,1067,131169,132236,84343,10011-1254,200309,2012
THALIA SPANISH THEATRE INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,4,35000,-27475,NA,-38983,535503,496520,391729,11104-0368,197505,2012
THE CHILDRENS CREATIVE WRITING CAMPAIGN INC,White,literary arts,N,N,Youth,N,NA,NA,NA,NA,-149600,-236543,28689,93696,122385,121135,10038-3130,199804,2012
THE JAZZ GALLERY,Multiracial,music: other,N,Y,n/a,NA,NA,NA,3,55180,-66704,-96398,29694,410521,440215,284746,10021-0000,199707,2012
THE LYRIC CHAMBER MUSIC SOCIETY OF NEW YORK INC,White,music: classical,N,N,n/a,N,NA,NA,1,500,-374279,-254698,-119581,265571,145990,126071,10023-7136,199801,2012
THE MICHAEL CHEKHOV THEATRE COMPANY INC,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-49102,-28706,-20396,112491,92095,6421,10003-4554,200802,2012
THE RAJKUMARI CULTURAL CENTER INC,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-8568,65926,-49325,99502,50177,43577,11418-3470,200108,2012
THE RIVERSIDE THEATRE INC,White,theater,N,N,n/a,Y,NA,NA,2,3550,-43781,6581,-92787,837530,744743,403952,10027-5706,200705,2012
THE VILNA PROJECT INC,White,film/electronic/media,N,N,Religion: Jewish,N,Cultural Heritage,NA,NA,NA,-195990,NA,-1582,4916,3334,0,10019-3303,199404,2012
THEATER TALK PRODUCTIONS INC,White,film/electronic/media,N,N,n/a,N,NA,closed 2018,1,20000,-9689,-6260,-3429,108020,104591,104591,10013-3259,199806,2012
TRIBECA NEW MUSIC INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-9406,6229,-15635,74893,59258,51581,10031-7335,199704,2012
UNIQUE PROJECT INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-526,NA,478,163850,164328,163457,10018-5805,198206,2012
URBANGLASS NEW YORK CONTEMPORARY GLASS CENTER INC,White,visual arts,N,N,n/a,N,NA,NA,3,40500,-8981,-368405,359423,915439,1274862,668540,11217-1152,198303,2012
VITAL THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,1,500,-84634,89347,-198256,1916320,1718064,51473,10024-6620,200011,2012
WAINTROB PROJECT FOR THE VISUAL ARTS INC,White,visual arts,N,N,n/a,MD,NA,closed?,NA,NA,-17084,19859,-36943,66942,29999,29997,10003-8150,199608,2012
WHITE WAVE RISING-YOUNG SOON KIM DANCE COMPANY INC,Asian/Pacific Islander,dance: other,N,Y,n/a,NA,NA,NA,1,50000,-13142,0,-11555,403513,391958,230352,11201-8326,199511,2012
WINGS THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,closed 2011,NA,NA,-30572,-63406,32834,84302,117136,8606,10014-2840,198606,2012
WINGSPAN ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-266878,168841,-101625,2007478,1905853,144025,10036-4750,200207,2012
WORKING THEATRE CO INC,White,theater,N,N,n/a,Y,NA,NA,1,10000,-97375,0,-18957,358098,339141,301726,10018-8635,198801,2012
WOVEN SPACES INC,White,multidisciplinary,N,N,n/a,Y,NA,NA,NA,NA,-13152,-14899,1747,51428,53175,29952,11222-5971,199702,2012
YOUTH AMERICA GRAND PRIX INC,White,dance: ballet,N,N,Youth,N,NA,NA,3,65500,-18437,40454,-61694,1760952,1699258,730731,10010-0000,200106,2012
ZENA GROUP THEATER INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-7697,-19516,11819,386,12205,12205,10040-1511,200202,2012
ZEUSS THIGH LTD,White,theater,N,N,n/a,N,NA,NA,NA,NA,-6315,-7122,807,45072,45879,33912,10023-0031,200408,2012
ZGD INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-32551,-14167,-18384,275852,257468,95550,10018-9090,199410,2012
ZHENGUO BEIJING OPERA HOUSE INC,Asian/Pacific Islander,opera,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-11510,-11485,-25,25,0,0,10016-5332,200804,2012
