NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
ARTS EAST NEW YORK,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-20,NA,-9431,77695,68264,68264,11207-5618,201009,2012
ARTS HOUSE SCHOOLS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-487,-4529,2044,87601,89645,17097,11224-1307,200806,2012
ASIAN AMERICAN ARTS CENTER INC,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-135731,NA,-6528,38622,32094,16631,10002-3389,197605,2012
ASIAN CINE-VISION INC,Asian/Pacific Islander,film/electronic/media,N,Y,n/a,NA,NA,NA,NA,NA,-118160,-108511,-9649,105089,95440,55084,10001-4010,198704,2012
ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,White,folk arts/heritage,N,N,n/a,N,Cultural Heritage,NA,1,1000,-175,1518,-1693,55856,54163,1000,11385-3349,200907,2012
BAR HARBOR FESTIVAL CORPORATION,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-70896,-63663,-7233,233086,225853,163463,10025-6222,196712,2012
BIG ART GROUP INC,White,multidisciplinary,N,N,n/a,N,NA,closed? 2017,NA,NA,-7510,4667,-12177,56664,44487,3164,11215-3351,200207,2012
BIG TREE PRODUCTIONS INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-3990,5433,-9423,79713,70290,50951,10014-1673,200212,2012
BILLIE HOLIDAY THEATRE INCORPORATED,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-252128,NA,-56684,423095,366411,139200,11216-0000,201210,2012
BOFFO INC,Multiracial,multidisciplinary,Y,Y,n/a,NA,NA,NA,NA,NA,-34839,NA,-34839,106031,71192,71192,10012-4516,201104,2012
BROOKLYN YOUTH COMPANY INC,Black,theater,Y,Y,Youth,NA,NA,NA,NA,NA,-299,NA,-130,8457,8327,927,11215-1111,201209,2012
CANTEEN ARTS INC,White,literary arts,N,N,n/a,N,NA,NA,NA,NA,-78050,NA,-21973,80064,58091,58091,11201-2756,200802,2012
CAPOEIRA FOUNDATION INC,Black/Latino,dance: other,Y,Y,n/a,NA,NA,NA,1,15000,-26426,NA,41551,385353,426904,125294,10018-9090,198305,2012
CARIBBEAN AMERICAN REPERTORY THEATRE CART,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-190,NA,352,4648,5000,5000,11412-2632,199201,2012
CHAMBER ORCHESTRA OF NEW YORK - OTTORINO RESPIGHI,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-3860,-4005,145,44045,44190,28542,10021-1411,200607,2012
CHELSEA ART MUSEUM,White,visual arts,N,N,n/a,MD,NA,closed 2011,NA,NA,-233195,NA,40870,697498,738368,368206,10011-0002,199912,2012
CHILDRENS THEATRE COMPANY,Multiracial,theater,Y,Y,Youth,NA,NA,NA,NA,NA,-12243,-7243,-5000,195524,190524,95500,10001-5541,200111,2012
CHINESE AMERICAN ARTS COUNCIL INCORPORATED,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-121113,-94709,-26404,136382,109978,108378,10013-0000,198209,2012
CHINESE CULTURAL FOUNDATION INC,Asian/Pacific Islander,folk arts/heritage,Y,Y,n/a,NA,NA,NA,NA,NA,-67957,-25241,-42716,96088,53372,53372,10065-7216,200311,2012
CHURCH STREET SCHOOL FOR MUSIC AND ART,White,multidisciplinary,Y,N,Youth,Y,NA,NA,NA,NA,-697377,-468652,-213154,1966162,1753008,172741,10007-1194,199402,2012
CITY GRAND OPERA SOCIETY INC,White,opera,N,N,n/a,N,NA,NA,1,7500,-395481,-431247,35766,211578,247344,218529,10019-5515,197401,2012
CITYWIDE YOUTH OPERA INC,White,opera,N,N,Youth,N,NA,NA,1,1000,-28738,15332,13252,21912,35164,13424,10163-0347,200507,2012
CLARION MUSIC SOCIETY INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-21975,-17739,-4236,152448,148212,124841,10021-0032,196105,2012
CLASSICAL THEATRE OF HARLEM INC,Black,theater,N,Y,n/a,NA,NA,NA,1,5000,-201372,-9144,-192228,461875,269647,131769,10018-6507,200105,2012
COLLABORATIVE URBAN SCULPTURE,White,visual arts,Y,N,n/a,Y,NA,NA,NA,NA,-9722,NA,-16723,35448,18725,18721,11205-1202,199002,2012
COLLAPSABLE GIRAFFE INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-150,559,-1371,84669,83298,50139,10013-0879,199510,2012
COMPLEXIONS-A CONCEPT IN DANCE,Diverse,dance: other,N,Y,n/a,N,NA,NA,1,10000,-58001,NA,-22179,1718281,1696102,650800,10018-0602,200603,2012
CONSTITUENT ARTS LIMITED,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-4931,NA,-650,4250,3600,3600,10016-6700,197908,2012
CREATIVE MUSIC THERAPY STUDIO,White,music: other,N,N,n/a,MD,NA,NA,NA,NA,-2133,-1017,-1116,62085,60969,0,10011-4213,200212,2012
CULTURENOW INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-12661,-9186,-3475,52381,48906,48906,10001-5584,200210,2012
D U M B O ARTS CENTER,White,visual arts,N,N,n/a,MD,NA,closed?,NA,NA,-41572,NA,-8561,105188,96627,57621,11201-1007,200002,2012
DANCE GIANT STEPS INC,White,dance: other,Y,N,n/a,Y,NA,NA,NA,NA,-14703,-21442,-1801,49413,47612,45472,11201-3548,198209,2012
DANCE NEW AMSTERDAM INC,White,dance: other,N,N,n/a,MD,NA,closed pre-2020,2,5500,-2303270,-3420614,1117344,2749577,3866921,255959,10007-0000,198704,2012
DANCE PROJECT SEQUENCE INC,White,dance: other,N,N,n/a,MD,NA,closed?,1,1000,-276774,NA,-3970,59319,55349,12255,11101-1635,199708,2012
DANCE4LIFE USA INC,White,dance: other,Y,N,n/a,N,NA,NA,NA,NA,-76461,NA,-76461,176264,99803,88470,10003-2168,201206,2012
DANCING CRANE INC,White,folk arts/heritage,N,N,n/a,N,Cultural Heritage,NA,NA,NA,-45555,11613,-1568,112693,111125,47900,11204-3905,200012,2012
DANIEL FERRO VOCAL PROGRAM INC,White,music: other,N,N,n/a,N,NA,NA,1,5000,-67051,0,16631,196563,213194,143902,10022-8511,199407,2012
DIVERSE CITY THEATER COMPANY INC,MD,theater,Y,MD,n/a,MD,NA,NA,1,25000,-5570,NA,640,63781,64421,64421,10119-0002,200409,2012
DOWNTOWN ARTS DEVELOPMENT INC,White,multidisciplinary,N,N,n/a,MD,NA,closed?,NA,NA,-24358,-17333,-7025,7461,436,0,10013-1106,200410,2012
DRUM MAJOR INSTITUTE INC,Black,music: other,Y,Y,n/a,NA,NA,NA,NA,NA,-272539,0,-14171,219215,205044,205044,10017-0000,199912,2012
EAST RIVER ENSEMBLE INC,White,theater,N,N,n/a,N,NA,closed? 2015,NA,NA,-8911,NA,-2776,58729,55953,23982,11249-4199,200404,2012
ELASTIC CITY PERFORMING ARTS INC,White,other,N,N,n/a,MD,NA,closed?,NA,NA,-5474,NA,-5474,35300,29826,26019,11225-0107,201209,2012
ELDERS SHARE THE ARTS INC,White,multidisciplinary,N,N,Elderly,N,NA,closed 2019,1,1000,-4133,-1657,-2476,150826,148350,110427,11217-1695,198312,2012
EMERGING ARTISTS THEATRE CO INC,White,theater,N,N,n/a,N,NA,NA,1,2000,-39167,NA,31301,212727,244028,189747,10001-6501,199405,2012
ENSEMBLE FOR THE ROMANTIC CENTURY INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-4530,-9813,5283,91285,96568,89426,10028-0344,200206,2012
ENSEMBLE MISE-EN INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-1431,-1558,126,19037,19163,2674,10003-6757,201308,2012
EPIC THEATRE CENTER INC,White,theater,N,N,n/a,Y,NA,NA,5,196000,-41137,87199,-128336,1119119,990783,762081,10018-0568,200105,2012
ETC WORKSHOP INC,MD,film/electronic/media,MD,MD,MD,MD,NA,closed?,NA,NA,-392618,NA,-102023,342023,240000,0,10010-2617,197509,2012
EYEBEAM ATELIER,White,multidisciplinary,Y,N,n/a,Y,NA,NA,3,585000,-443284,-386813,-34804,1447574,1412770,1118482,10011-2812,199710,2012
FANFARE THEATRE ENSEMBLE INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-61756,-64300,2544,38396,40940,18000,10003-9001,197504,2012
FAUX REAL THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-4662,NA,-12456,37026,24570,22126,11205-1125,199707,2012
FORESIGHT FILMS INC,White,film/electronic/media,N,N,n/a,MD,NA,NA,NA,NA,-617969,-466157,-151812,155134,3322,3000,11217-2213,198307,2012
FRANK SILVERA WRITERS WORKSHOP FOUNDATION INC,White,literary arts,N,N,n/a,N,NA,NA,NA,NA,-36589,-21022,-15567,57742,42175,16175,10027-1791,197601,2012
FRENCH CONSERVATORY OF MUSIC INC,White,music: classical,N,N,n/a,MD,NA,NA,NA,NA,-13037,-11218,-1819,180597,178778,51787,10019-5515,199501,2012
FULL OF ENERGY SCHOOL OF DANCE INC,MD,dance: other,MD,MD,MD,MD,NA,closed,NA,NA,-9377,NA,-10444,60771,50327,0,11226-3380,200803,2012
GAMETOPHYTE INC,White,dance: other,Y,N,n/a,Y,NA,NA,NA,NA,-9126,1264,-10390,109074,98684,19307,11233-1019,200205,2012
GATEWAVE INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-193001,-141721,-51277,81492,30215,30215,10003-6311,201004,2012
GENERATIONAL ARTS LIMITED,White,multidisciplinary,N,N,n/a,MD,NA,closed 2012?,NA,NA,-91737,NA,-276,156311,156035,0,10003-5234,200209,2012
GLOBAL VILLAGE MEDIA INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-75254,-35704,-39550,263333,223783,223781,10025-3322,198705,2012
GOOD PENNYWORTHS INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-735,270,-1006,7921,6915,101,10025-5545,198709,2012
GOTHAM STAGE COMPANY INC,White,theater,N,N,n/a,N,NA,closed?,NA,NA,-18952,NA,1731,11842,13573,10569,10025-7344,200508,2012
GRAN PARADA DOMINICANA DE EL BRONX,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-13579,0,13241,218081,231322,231322,10451-2350,200402,2012
HAITIAN CULTURAL FOUNDATION INC,Black,visual arts,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-2183,19083,-21266,53576,32310,32310,10012-4158,201009,2012
HARBOR LIGHTS THEATER COMPANY INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-11256,-16076,4820,256986,261806,95730,10301-1432,201010,2012
HARLEM SCHOOL OF THE ARTS INC,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,12,3299500,-444166,-54780,-214296,3284328,3070032,1761204,10030-1001,196507,2012
HARLEMLIVE INC,Black,multidisciplinary,N,Y,Youth,NA,NA,NA,NA,NA,-9471,-7984,-1487,205086,203599,203589,10027-5537,199911,2012
HARMONIE ENSEMBLE INC,White,music: classical,N,N,n/a,N,NA,NA,1,5000,-26832,-65085,38253,143877,182130,180650,10025-5371,198201,2012
HARPERS MAGAZINE FOUNDATION,White,literary arts,N,N,n/a,No,NA,NA,NA,NA,-122462,-391,-116922,8015469,7898547,4565000,10012-2317,198105,2012
HARVESTWORKS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,3,179500,-89921,-127992,23245,379683,402928,309425,10012-3396,197706,2012
HATCH BILLOPS COLLECTION INC,Black,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-2661,0,-6397,25746,19349,8238,10012-4412,197703,2012
HEART GALLERY NYC INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-5523,NA,-7003,111903,104900,89281,10028-0006,200606,2012
HOTEL SAVANT THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-18907,13622,-2074,29843,27769,27769,10001-6060,200711,2012
HOUSE FOUNDATION FOR THE ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,5,23000,-102201,70900,-172178,663468,491290,280174,10013-2259,197205,2012
HUNDRED GRAND DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-25351,24242,-1109,61222,60113,11295,10013-2659,199406,2012
I GIULLARI DI PIAZZA INC,White,folk arts/heritage,N,N,n/a,N,NA,NA,1,13000,-2390,-463,-1927,83662,81735,18500,10025-1747,198307,2012
ILLUMINART PRODUCTIONS,White,theater,Y,N,n/a,N,NA,NA,NA,NA,-137,-6419,6282,21363,27645,24029,10301-3369,200705,2012
INDEPENDENT FILMWORKS INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-18656,0,-74523,172691,98168,42000,10001-6818,199507,2012
INDIAN CULTURAL SOCIETY INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-3540,1040,-4580,5580,1000,1000,11420-1618,200804,2012
INDO-AMERICAN ARTS COUNCIL INC,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,2,15000,-89278,-128870,57121,361907,419028,263035,10128-7656,199901,2012
INFINITY DANCE THEATER COMPANY LTD,White,dance: other,N,N,Disability,N,NA,NA,1,10000,-32951,-47516,14565,23099,37664,33585,10025-7484,199707,2012
INNERVISION THEATRE ARTS CENTER INC,Black,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-190344,-117691,-72753,299563,226810,0,11434-1335,201008,2012
INTERNATIONAL ARTS RELATIONS INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,1,20000,-19675,-72289,52614,308789,361403,338346,10108-0756,197208,2012
INTERNATIONAL DESIGN NETWORK FOUNDATION,White,architecture and design,N,N,n/a,MD,NA,closed? 2014,NA,NA,-11853,-10273,-1580,6007,4427,4427,10013-2612,199509,2012
IRISH HUNGER MEMORIAL FOUNDATION,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-21952,-21377,-575,775,200,200,10104-0101,200803,2012
ITALIAN AMERICAN MUSEUM,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-1053721,-746115,-307606,153826,-153780,61449,10461-0000,200204,2012
J-COLLABO ORG CORP,Asian/Pacific Islander,visual arts,N,Y,n/a,NA,NA,NA,NA,NA,-4170,NA,-4170,22180,18010,18010,10011-6265,201206,2012
JACQUES MARCHAIS CENTER OF TIBETAN ARTS INC,Diverse,visual arts,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-18422,13611,-32033,171229,139196,99915,10306-1217,197309,2012
JAZZMOBILE INC,Black,music: other,N,Y,n/a,NA,NA,NA,1,15000,-2956,212477,-215432,764629,549197,695138,10027-0000,196803,2012
JAZZREACH PERFORMING ART & EDUCATION ASSOCIATION,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-1178,-37832,36654,274593,311247,217871,11201-1076,199403,2012
JEWISH THEATER OF NEW YORK INCORPORATED,White,theater,N,N,Religion: Jewish,N,NA,NA,NA,NA,-12754,-3852,-8902,44096,35194,15200,10108-0845,199504,2012
JEZEBEL PRODUCTIONS INC,White,film/electronic/media,N,N,Women,N,NA,NA,NA,NA,-37350,-42610,5260,31688,36948,0,10011-0000,199111,2012
JOSE LIMON DANCE FOUNDATION,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,4,142500,-464291,-403813,-60478,1513967,1453489,839595,10018-0086,198610,2012
KAZUKO HIRABAYASHI DANCE THEATRE INC,Asian/Pacific Islander,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-10565,-6341,-4224,55104,50880,9900,10002-2816,197401,2012
KEYSTONE DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-19354,-21963,2609,10286,12895,8393,10001-4902,199307,2012
KINDRED SPIRITS FOUNDATION INC,White,multidisciplinary,N,N,Youth,ND,NA,NA,NA,NA,-81884,-86187,4303,49302,53605,35400,10023-5401,199504,2012
KNICKERBOCKER CHAMBER ORCHESTRA,White,music: classical,N,N,n/a,N,NA,NA,1,834,-982,NA,-10863,110771,99908,99908,10272-0838,200809,2012
KOREAN AMERICAN HERITAGE FOUNDATION INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-45088,NA,-45088,151851,106763,0,10471-1009,201112,2012
KYO-SHIN-AN ARTS INC,Asian/Pacific Islander,music: other,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-36380,NA,-4424,58099,53675,44175,11215-2340,200902,2012
LABYRINTH INC,White,theater,N,N,n/a,N,NA,NA,5,132000,-106903,-109772,2869,933489,936358,690212,10014-2049,200204,2012
LATIN AMERICAN WORKSHOP INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,1,5000,-8984,0,-5804,389533,383729,64028,10025-1261,199007,2012
LEAGUE OF COMPOSERS INTL SOC FOR CONTEMPORARY MUSIC U S SECTION INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-3399,NA,-4348,100771,96423,44826,11372-2712,196003,2012
LES BALLETS GRANDIVA LTD,White,dance: ballet,N,N,n/a,N,NA,NA,NA,NA,-28924,-46831,17907,23980,41887,0,10017-0000,200204,2012
LIFE THROUGH DANCE INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-13562,-26637,13076,46419,59495,28886,10025-3455,199310,2012
LILITH PUBLICATIONS INC,White,literary arts,N,N,Women/Jewish,N,NA,NA,1,1800,-30944,-68506,37562,506859,544421,472661,10107-2420,197504,2012
LITTLE OPERA THEATRE OF NY INC,White,opera,N,N,n/a,N,NA,NA,NA,NA,-1035,NA,-1035,118457,117422,101251,10113-0000,201303,2012
LOLA LOUIS CREATIVE & PERFORMING ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-4693,-5301,117,28838,28955,28955,10466-3155,200707,2012
LUBOVITCH DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,1,10000,-149966,-85188,-64778,811762,746984,436864,10036-7205,197206,2012
MAGIC CIRCLE OPERA REPRETORY ENSEMBLE INC,White,opera,N,N,n/a,N,NA,NA,NA,NA,-19438,NA,-1103,74163,73060,19200,10023-4324,198112,2012
MANHATTAN ENSEMBLE THEATRE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-1450911,0,75440,54789,130229,43319,10014-3276,199912,2012
MANHATTAN THEATRE SOURCE INCORPORATED,White,theater,N,N,n/a,N,NA,NA,NA,NA,-36928,21762,-58690,276819,218129,100612,10008-2883,200112,2012
MANHATTAN YOUTH BALLET INC,White,dance: ballet,N,N,Youth,N,NA,NA,NA,NA,-226734,-101982,-124752,510488,385736,0,10023-0000,200703,2012
MANNA HOUSE WORKSHOPS INC,Black,music: other,Y,Y,n/a,NA,NA,NA,NA,NA,-114837,-81448,-36917,135469,98552,66380,10029-4833,196804,2012
MARTHA GRAHAM SCHOOL OF CONTEMPORARY DANCE INC,White,dance: other,N,N,n/a,N,NA,NA,2,11000,-486296,-483732,-2563,732981,730418,174617,10065-7702,195901,2012
MARVELL REPERTORY THEATRE INC,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-6067,-4000,-43031,253978,210947,148637,10025-5413,201009,2012
MATTHEW COROZINE STUDIO THEATRE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-6114,-4600,-1514,196185,194671,0,10036-6404,200807,2012
MEDICINE SHOW THEATRE ENSEMBLE INC,White,theater,N,N,n/a,N,NA,closed?,NA,NA,-595,-486,-109,57622,57513,21459,10019-5012,197212,2012
MELA FOUNDATION INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-4807,0,-18282,250519,232237,153478,10013-3414,198710,2012
MIMI GARRARD DANCE COMPANY INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-50967,-50743,-224,7944,7720,6695,10175-0003,197301,2012
MODERN AND COMTEMPORARY ART SUPPORT CORP,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-4238666,-3153874,-1084792,742083,-342709,0,10019-5401,199611,2012
MULLER WORKS FOUNDATION,White,dance: other,N,N,n/a,N,NA,closed?,NA,NA,-95033,NA,-52955,637823,584868,494457,10011-0000,197501,2012
MUSIC ASSOCIATES OF NEW YORK LTD,MD,music: classical,MD,MD,MD,MD,NA,NA,NA,NA,-7250,3781,-11031,36014,24983,24970,11360-4565,198210,2012
MUSIC OF THE SPHERES SOCIETY INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-8112,-8983,871,12799,13670,6265,10024-6893,200212,2012
MUSIC PERFORMANCE TRUST FUNDS 2,White,music: other,N,N,n/a,Y,NA,NA,NA,NA,-124224,241435,-365659,577350,211691,0,10017-5516,195007,2012
MUSIC THEATRE GROUP INC,White,theater,N,N,n/a,MD,NA,closed 2016,2,5500,-132644,-107552,0,376068,376068,292345,11201-0000,196504,2012
MUSICA SACRA INC,White,music: other,N,N,n/a,N,NA,NA,3,22500,-80945,-167510,86565,532795,619360,255324,11201-1952,197403,2012
NAKED ANGELS LTD,White,theater,N,N,n/a,N,NA,NA,1,25000,-24813,13422,-54042,336343,282301,178772,10014-2049,199312,2012
NARS FOUNDATION INC,Diverse,visual arts,N,Y,n/a,NA,NA,NA,NA,NA,-8224,17876,-26100,385472,359372,6275,11220-1035,200912,2012
NATIONAL BLACK TOURING CIRCUIT INC,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-122864,-159416,36620,52157,88777,15250,10002-4816,197611,2012
NATIONAL JEWELRY INSTITUTE INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-229146,NA,-92817,118318,25501,25501,10019-4001,200304,2012
NATIONAL MUSIC THEATRE NETWORK INC,White,theater,N,N,n/a,MD,NA,closed 2016,20,487040,-91612,-94593,2981,1534754,1537735,675194,10019-7427,198405,2012
NATIONAL PUERTO RICAN DAY PARADE INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-1039510,-880327,-165183,626546,461363,0,10455-4000,199612,2012
NDI CENTER CORP,White,dance: other,N,N,n/a,Y,NA,NA,NA,NA,-687790,-241839,-445951,560536,114585,0,10039-3427,201012,2012
NEGRO ENSEMBLE COMPANY INC,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-12410,37015,-48406,228891,180485,165034,10036-6908,196703,2012
NEW AMSTERDAM HISTORY CENTER,White,historic preservation,N,N,n/a,N,NA,NA,NA,NA,-11015,-12465,1450,6581,8031,8031,10110-0002,200802,2012
NEW DANCE ALLIANCE INC,Diverse,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-18626,NA,2474,44945,47419,24677,10013-6605,198710,2012
NEW FEDERAL THEATER INC,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-90058,-17388,-117338,410850,293512,261345,10002-4816,197601,2012
NEW FESTIVAL INC,White,film/electronic/media,N,N,LGBTQ+,Y,NA,NA,1,6000,-35894,-56700,20806,61634,82440,36770,10024-4822,199105,2012
NEW GROUP INC,White,theater,N,N,n/a,Y,NA,NA,14,221950,-406870,-265381,-141489,2184083,2042594,1320748,10036-6809,199107,2012
NEW PERSPECTIVES THEATRE COMPANY INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-9707,-10007,300,70588,70888,25166,10018-4008,199305,2012
NEW YORK ARTISTS EQUITY ASSOCIATION INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-67466,-93782,25721,62349,88070,40645,10003-0000,199201,2012
NEW YORK BAROQUE DANCE CO INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-133645,-133336,-309,113833,113524,10518,10009-7302,197902,2012
NEW YORK CLASSICAL THEATRE INC,White,theater,N,N,n/a,Y,NA,NA,1,10000,-21326,-32359,11033,266970,278003,271381,10038-0000,200304,2012
NEW YORK REVELS INC,White,theater,N,N,n/a,Y,NA,NA,1,250,-107284,NA,9857,6492,16349,16304,11217-3764,199108,2012
NEW YORK SCANDIA SYMPHONY INC,White,music: classical,N,N,n/a,N,NA,NA,1,15000,-48395,-61556,970,69170,70140,36920,10150-0583,199012,2012
NICHOLAS ANDRE DANCE THEATER INC,White,dance: other,N,N,n/a,MD,NA,closed?,NA,NA,-6,NA,4271,28832,33103,9500,10028-0009,200405,2012
