NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
NEW AMSTERDAM BOYS CHOIR INC,Black/Latino,music: other,Y,Y,Youth,NA,NA,NA,NA,NA,-8318,-2076,-6242,56515,50273,50273,10029-0000,199601,2010
COMPLEXIONS-A CONCEPT IN DANCE,Diverse,dance: other,N,Y,n/a,N,NA,NA,NA,NA,-88577,193019,-88577,1640848,1552271,764960,10018-0602,200603,2010
NEW DANCE ALLIANCE INC,Diverse,dance: other,N,Y,n/a,NA,NA,NA,1,1500,-14301,-7871,-6430,83040,76610,43948,10013-6605,198710,2010
AMERICAN BOLERO DANCE COMPANY INC,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-1014,611,-1625,52149,50524,14250,11101-4920,199810,2010
INTERNATIONAL ARTS RELATIONS INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,3,37500,-83300,-41068,-42232,343990,301758,268877,10108-0756,197208,2010
JOSE LIMON DANCE FOUNDATION,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,4,143500,-129392,-61065,64360,1330990,1395350,741813,10018-0086,198610,2010
LATIN AMERICAS WORKSHOP INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,1,5000,-15267,-9898,-5369,392685,387316,37846,10025-8701,199007,2010
NATIONAL PUERTO RICAN DAY PARADE INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-674692,-564585,-188335,611129,422794,0,10455-4000,199612,2010
NOCHE FLAMENCA INC,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,3,12000,-81479,-115766,34287,869065,903352,314098,10024-4024,199709,2010
OLLANTAY CENTER FOR THE ARTS INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,closed 2011,NA,NA,-5125,6069,441,61879,62320,62320,11372-0449,199009,2010
PANAMERICAN MUSICAL ART RESEARCH INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-2073,-1104,-969,36056,35087,35087,10033-3120,198909,2010
PUERTO RICAN TRAVELING THEATRE CO INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,NA,NA,-165304,-129663,-35641,531420,495779,248248,10025-7008,196903,2010
DIVERSE CITY THEATER COMPANY INC,MD,theater,Y,MD,n/a,MD,NA,NA,NA,NA,-6210,-7212,1002,168925,169927,150655,10119-3406,200409,2010
ETC WORKSHOP INC,MD,film/electronic/media,MD,MD,MD,MD,NA,closed?,NA,NA,-204568,-235003,-100990,273651,172661,0,10010-2617,197509,2010
SAVE AFRICA CONCERT FOUNDATION,MD,music: other,Y,MD,n/a,MD,NA,NA,NA,NA,-1122,-2305,1486,104894,106380,106380,10465-3001,200011,2010
SOLARIS DANCE THEATRE INC,MD,dance: other,MD,MD,MD,MD,NA,closed?,NA,NA,-12842,-7962,-6583,214815,208232,23962,10113-1961,198211,2010
STUDIO DANTE INC,MD,theater,MD,MD,MD,MD,NA,NA,NA,NA,-300980,-204515,-96465,218102,121637,95651,10011-7006,200412,2010
TALENT OF PURPOSE SOCIETY INC,MD,multidisciplinary,MD,MD,MD,MD,NA,NA,NA,NA,-8995,1644,-10639,77712,67073,67073,11236-2113,200710,2010
THE CLOCKWORK THEATRE INCORPORATED,MD,theater,MD,MD,MD,MD,NA,closed?,NA,NA,-6013,521,-6534,77954,71420,56086,10014-0709,200605,2010
THEATRETWEED INC,MD,theater,MD,MD,MD,MD,NA,NA,NA,NA,-15149,-14943,-206,74614,74408,10000,10014-2980,198405,2010
ALWAN FOUNDATION INC,Middle Eastern,multidisciplinary,Y,Y,n/a,NA,NA,NA,NA,NA,-8091,-6442,-1649,193393,191744,100729,10004-2314,200407,2010
PERSIAN-IRANIAN PARADE FOUNDATION INC,Middle Eastern,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-62284,-88191,25907,26886,52793,35991,10023-7253,200603,2010
TURKISH ISLAMIC CULTURAL CENTER OF QUEENS INC,Middle Eastern,folk arts/heritage,N,Y,Muslim,NA,Cultural Heritage,NA,NA,NA,-21911,10925,26220,73137,99357,88256,11104-2117,199904,2010
ARCOS ORCHESTRA LTD,Multiracial,music: classical,Y,Y,n/a,NA,NA,NA,NA,NA,-12623,6003,-18626,113186,94560,23600,10032-5806,200811,2010
BROOKLYN BALLET INC,Multiracial,dance: ballet,N,Y,Youth,NA,NA,NA,1,20000,-1664,-169,-5815,332455,326640,161794,11201-2327,200206,2010
CHILDRENS THEATRE COMPANY,Multiracial,theater,Y,Y,Youth,NA,NA,NA,NA,NA,-1473,865,-1473,227306,225833,182933,10001-5541,200111,2010
NEW PERSPECTIVES THEATRE COMPANY INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-10755,-7724,-2715,114729,112014,29403,10018-4008,199305,2010
NEW PROFESSIONAL THEATRE INC,Multiracial,theater,N,Y,n/a,NA,NA,NA,1,8060,-5383,-36362,30979,91404,122383,122383,10036-7205,198712,2010
TAKE WING AND SOAR PRODUCTIONS INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-8721,-11869,3147,55341,58488,35631,10027-3322,200307,2010
THE JAZZ GALLERY,Multiracial,music: other,N,Y,n/a,NA,NA,NA,1,22500,-20645,18515,-39160,413177,374017,199596,10013-1401,199707,2010
THELMA HILL PERFORMING ARTS CENTER INC,Multiracial,dance: other,N,Y,n/a,NA,NA,NA,2,30000,-18647,961,6735,26834,33569,33569,11238-2348,198804,2010
TRILOK FUSION ARTS INC,Multiracial,multidisciplinary,N,Y,Youth,NA,NA,NA,NA,NA,-25929,29822,-55751,299294,243543,0,11217-1695,200406,2010
3-LEGGED DOG INC,White,multidisciplinary,N,N,n/a,N,NA,NA,3,3149458,-99288,9570,-355023,776964,421941,104409,10006-2206,199909,2010
A GATHERING OF THE TRIBES INC,White,multidisciplinary,Y,N,n/a,Y,NA,NA,NA,NA,-227453,-223199,-4254,148423,144169,133774,10009-8973,199305,2010
ACCINOSCO INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-25951,16052,-42003,151382,109379,35769,11249-6026,200710,2010
ACTORS THEATRE WORKSHOP INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-59681,-6848,-52833,149896,97063,52691,10001-6114,199101,2010
ALCHEMY THEATRE COMPANY OF MANHATTAN INC,White,theater,Y,N,n/a,MD,NA,closed?,NA,NA,-48703,-54943,6240,135013,141253,134189,10036-6809,199609,2010
ALEXANDRA BELLER DANCES INC,White,dance: other,N,N,n/a,Y,NA,NA,NA,NA,-335,26,-361,56435,56074,56074,11217-1268,200606,2010
ALLIANCE FOR THE DEVELOPMENT OF THEATRE ARTISTS INC,White,theater,N,N,n/a,Y,NA,NA,NA,NA,-24823,-20528,-4295,119379,115084,47215,10023-6129,197906,2010
AMERICAN COMPOSERS ALLIANCE,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-42345,-37532,-4813,133408,128595,32150,10040-0000,200702,2010
AMERICAN FOLK ART MUSEUM,White,folk arts/heritage,N,N,n/a,N,NA,NA,19,1967689,-559992,3126633,-3829862,9136414,5306552,3298491,10023-7503,196407,2010
AMERICAN JEWISH HERITAGE ORGANIZATION INC,White,folk arts/heritage,N,N,Religion: Jewish,N,NA,NA,NA,NA,-1907,-6909,5002,35276,40278,40269,10024-1158,198409,2010
AMERICAN MODERN ENSEMBLE,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-17032,-23155,6123,48576,54699,48839,10036-6316,200708,2010
AMERICAN TAP DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,3,71000,-137060,-131927,-5133,560130,554997,186720,10014-2840,198803,2010
AMOR ARTIS INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-27101,-24989,-2365,136864,134499,62145,10024-0097,196311,2010
ANDREW JANNETTI & DANCERS,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-11113,-8548,-5413,121327,115914,6438,10012-3568,198602,2010
API ARTS AND OUTREACH INC,White,film/electronic/media,N,N,n/a,MD,NA,closed?,NA,NA,-2481,657,-3138,515226,512088,482605,10010-6903,200909,2010
ARCHIVE OF CONTEMPORARY MUSIC,White,music: other,N,N,n/a,N,NA,NA,1,150000,-47669,-37741,-16079,198962,182883,161923,10013-3508,198611,2010
ARDEA ARTS INC,White,opera,N,N,n/a,N,NA,NA,NA,NA,-33639,-58258,24619,25520,50139,49277,10013-2654,200612,2010
ART COUNCIL INC,White,visual arts,N,N,n/a,N,NA,NA,2,90000,-836989,-1112468,275479,449911,725390,708976,10010-0000,199809,2010
ARTS HOUSE SCHOOLS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-2989,-4964,1975,67459,69434,32465,11224-1307,200806,2010
ASSOCIATION FOR DEVELOPMENT OF DRAMATIC ARTS INC,White,theater,N,N,n/a,Y,NA,NA,NA,NA,-237200,-318796,81599,95864,177463,52271,10023-2675,197403,2010
ASTORIA MUSIC SOCIETY INC,White,music: classical,N,N,n/a,MD,NA,closed?,NA,NA,-188,900,-1088,53953,52865,32714,11105-3406,200408,2010
AUBIN PICTURES INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-1978,5694,-7672,175031,167359,96650,10122-0049,199704,2010
AUTONOMEDIA INC,White,literary arts,Y,N,n/a,N,NA,NA,NA,NA,-10011,-15315,5304,84887,90191,5835,11211-0568,199010,2010
AVODA INSTITUTE LTD,White,multidisciplinary,N,N,Religion: Jewish,MD,NA,NA,1,1000,-16102,92316,-108418,387762,279344,162102,10016-0000,200410,2010
BAR HARBOR FESTIVAL CORPORATION,White,music: classical,N,N,n/a,N,NA,NA,1,12500,-78692,-78058,-634,239513,238879,157766,10025-6222,196712,2010
BATTERY DANCE CORPORATION,White,dance: other,N,N,n/a,N,NA,NA,3,95000,-22174,-87957,65783,752930,818713,651681,10013-6027,197412,2010
BIG TREE PRODUCTIONS INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-56335,-41901,-14434,176615,162181,122051,10014-1673,200212,2010
BINDLESTIFF FAMILY VARIETY ARTS INC,White,other,N,N,n/a,N,NA,NA,1,2500,-10242,-13853,3611,180925,184536,18665,10009-8912,199912,2010
BLACK MOON THEATRE COMPANY INC,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-24215,-63531,39316,26099,65415,24000,11222-2269,200105,2010
BOOKLYN INCORPORATED,White,literary arts,Y,N,n/a,Y,NA,NA,NA,NA,-22319,-66000,43681,187002,230683,19303,11222-1545,200304,2010
BRITISH MEMORIAL GARDEN TRUST INC,White,other,N,N,n/a,MD,NA,NA,NA,NA,-63884,211944,-275827,493122,217295,176144,10017-3304,200305,2010
BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA INC,White,music: classical,N,N,n/a,N,NA,NA,2,70000,-87024,-296377,69353,1305086,1374439,1225685,11201-1063,195601,2010
CANTEEN ARTS INC,White,literary arts,N,N,n/a,N,NA,NA,NA,NA,-24758,-25710,952,93925,94877,94877,11201-2719,200802,2010
CHAMBER ORCHESTRA OF NEW YORK - OTTORINO RESPIGHI,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-352,2306,-2658,68835,66177,57945,10021-1411,200607,2010
CHELSEA ART MUSEUM,White,visual arts,N,N,n/a,MD,NA,closed 2011,NA,NA,-274065,-344739,70674,1052344,1123018,580864,10011-0002,199912,2010
CHERRY LANE ALTERNATIVE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-217881,-67488,-150393,1189911,1039518,537023,10128-1507,199811,2010
CHERRY LANE MUSIC FOUNDATION INC,White,music: other,N,N,n/a,MD,NA,closed 2010?,NA,NA,-729218,-398454,-330764,808269,477505,0,10016-5422,200508,2010
CHURCH STREET SCHOOL FOR MUSIC AND ART,White,multidisciplinary,Y,N,Youth,Y,NA,NA,NA,NA,-90247,26155,-107419,1581450,1474031,275458,10007-1194,199402,2010
CITY GRAND OPERA SOCIETY INC,White,opera,N,N,n/a,N,NA,NA,1,7500,-472994,-458286,-14708,157333,142625,105035,10019-5515,197401,2010
CITYWIDE YOUTH OPERA INC,White,opera,N,N,Youth,N,NA,NA,NA,NA,-5545,-9362,3817,39005,42822,11771,10163-3647,200507,2010
CLARION MUSIC SOCIETY INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-4089,-8030,3941,101708,105649,90076,10021-0032,196105,2010
COLLAPSABLE GIRAFFE INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-890,6917,-7807,39375,31568,15130,10013-0000,199510,2010
CONEY ISLAND HISTORY PROJECT INC,White,historic preservation,N,N,n/a,N,NA,NA,NA,NA,-2005,2416,-4421,66555,62134,62134,10011-8856,200406,2010
CREATIVE MUSIC THERAPY STUDIO,White,music: other,N,N,n/a,MD,NA,NA,NA,NA,-1017,-1645,628,98910,99538,0,10011-4213,200212,2010
CULTURENOW INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-1957,-9246,7289,32156,39445,39445,10001-5584,200210,2010
D U M B O ARTS CENTER,White,visual arts,N,N,n/a,MD,NA,closed?,NA,NA,-33011,21789,-55566,229424,173858,135776,11201-1007,200002,2010
DAEDALUS PRODUCTIONS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-72410,-98741,26330,49797,76127,74994,10024-3708,198206,2010
DANCE NEW AMSTERDAM INC,White,dance: other,N,N,n/a,MD,NA,closed pre-2020,2,21500,-2160102,-1280894,-879208,3508147,2628939,670923,10007-1868,198704,2010
DANCE PROJECT SEQUENCE INC,White,dance: other,N,N,n/a,MD,NA,closed?,1,1000,-273780,-276653,2873,48282,51155,51155,11101-1635,199708,2010
DANCING IN THE STREET INC,White,dance: other,Y,N,n/a,Y,NA,NA,2,27500,-70930,-110351,39421,104608,144029,119661,10018-2431,198604,2010
DANIEL FERRO VOCAL PROGRAM INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-163406,-153188,-10218,224616,214398,101227,10022-2511,199407,2010
DANSOLOGY INC,White,dance: other,N,N,n/a,MD,NA,closed 2012?,NA,NA,-3528,8191,-11719,82068,70349,36000,10009-6623,200102,2010
DI CAPO OPERA THEATRE CORP,White,opera,N,N,n/a,MD,NA,closed 2013,4,23000,-587249,-343699,-243280,843976,600696,249998,10021-2819,199005,2010
DOVA INC,White,dance: other,N,N,n/a,N,NA,NA,1,10000,-27953,-64806,36854,875911,912765,383860,10013-2260,197107,2010
DOWNTOWN ARTS DEVELOPMENT INC,White,multidisciplinary,N,N,n/a,MD,NA,closed?,1,7000,-17550,-20072,2524,10155,12679,0,10013-1106,200410,2010
EMERGING ARTISTS THEATRE CO INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-28261,-92066,21598,163298,184896,184892,10001-6501,199405,2010
ENCOMPASS THEATRE INC,White,opera,N,N,n/a,Y,NA,NA,NA,NA,-6463,21661,-28124,107225,79101,33635,11217-1694,197607,2010
ENSEMBLE FOR THE ROMANTIC CENTURY INC,White,music: other,N,N,n/a,N,NA,NA,1,17000,-7629,26026,-33655,111154,77499,63264,10028-0344,200206,2010
EPIC THEATRE CENTER INC,White,theater,N,N,n/a,Y,NA,NA,5,388000,-6394,91289,-97683,1707606,1609923,1154671,10018-0568,200105,2010
EYEBEAM ATELIER,White,multidisciplinary,Y,N,n/a,Y,NA,NA,5,584500,-174698,117878,-292576,1506838,1214262,884271,10011-2812,199710,2010
FANFARE THEATRE ENSEMBLE INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-57746,-78267,20521,35805,56326,25250,10003-9001,197504,2010
FLUSHING COUNCIL ON CULTURE AND THE ARTS INC,White,multidisciplinary,Y,N,n/a,Y,NA,NA,2,17500,-25858,-27410,1552,1199066,1200618,867382,11354-4120,198311,2010
FOLKSBIENE YIDDISH THEATRE INC,White,theater,N,N,Religion: Jewish,Y,NA,NA,6,32800,-2489,90723,-93212,1414866,1321654,873377,10001-5181,199811,2010
FORESIGHT FILMS INC,White,film/electronic/media,N,N,n/a,MD,NA,NA,NA,NA,-574909,-444911,-130005,158918,28913,28000,11217-2213,198307,2010
FRENCH CONSERVATORY OF MUSIC INC,White,music: classical,N,N,n/a,MD,NA,NA,NA,NA,-7159,1849,-9007,214347,205340,62718,10019-5515,199501,2010
GENERATIONAL ARTS LIMITED,White,multidisciplinary,N,N,n/a,MD,NA,closed 2012?,NA,NA,-91461,-47219,-44242,390676,346434,20986,10003-5234,200209,2010
GINA GIBNEY DANCE INC,White,dance: other,Y,N,Disability,Y,NA,NA,2,3000,-13473,77682,-91155,478481,387326,265495,10003-1211,199202,2010
GOTHAM EARLY MUSIC SCENE,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-20174,6313,-26487,352803,326316,38541,10025-3431,200712,2010
GOTHAM STAGE COMPANY INC,White,theater,N,N,n/a,N,NA,closed?,NA,NA,-23859,-128002,104143,7170,111313,12334,10025-7344,200508,2010
GROUP I ACTING COMPANY INC,White,theater,N,N,n/a,N,NA,NA,13,122650,-14042,-22833,8791,2318441,2327232,1209976,10036-4752,197310,2010
HARBOR LIGHTS THEATER COMPANY INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-914,0,10917,100328,111245,59393,10301-1432,201010,2010
HARMONIE ENSEMBLE INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-59483,-46896,-12587,77633,65046,56215,10025-5371,198201,2010
HARPERS MAGAZINE FOUNDATION,White,literary arts,N,N,n/a,No,NA,NA,NA,NA,-389281,-231898,-157413,8653949,8496536,4212000,10012-2317,198105,2010
HARVESTWORKS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,2,29500,-176142,-53124,-123018,548659,425641,238247,10012-3396,197706,2010
HAZEL INCORPORATED,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-15691,-45792,-18163,92662,74499,26033,10033-4710,200009,2010
HIGH TIDE DANCE INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-10334,-12301,1967,89045,91012,80737,10012-4336,198504,2010
HOURGLASS GROUP LTD,White,theater,N,N,Women,N,NA,NA,NA,NA,-20309,6580,-26889,133231,106342,84489,10025-7434,199903,2010
HUNDRED GRAND DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-26186,-18505,-8109,90133,82024,25500,10013-2659,199406,2010
INFINITY DANCE THEATER COMPANY LTD,White,dance: other,N,N,Disability,N,NA,NA,NA,NA,-59931,-63037,3106,34520,37626,29455,10025-7484,199707,2010
ITALIAN AMERICAN MUSEUM,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-550509,-646422,95913,455588,551501,847910,10461-1802,200204,2010
JACK MUSIC INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-7467,-3867,-3600,172719,169119,22657,10033-6846,200908,2010
JAZZREACH PERFORMING ART & EDUCATION ASSOCIATION,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-13978,7648,-21626,226680,205054,100467,11201-1000,199403,2010
JEWISH THEATER OF NEW YORK INCORPORATED,White,theater,N,N,Religion: Jewish,N,NA,NA,NA,NA,-51743,-62649,10906,27882,38788,4900,10108-0845,199504,2010
JEZEBEL PRODUCTIONS INC,White,film/electronic/media,N,N,Women,N,NA,NA,NA,NA,-23349,-8903,-14446,45802,31356,13301,10011-0000,199111,2010
KEEN THEATER COMPANY INC,White,theater,N,N,n/a,Y,NA,NA,2,11500,-14432,-4968,-9464,346248,336784,183468,11106-1456,200109,2010
KEYSTONE DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-16076,1176,-17252,74039,56787,37583,10001-4902,199307,2010
KINDRED SPIRITS FOUNDATION INC,White,multidisciplinary,N,N,Youth,ND,NA,NA,NA,NA,-86231,-77463,-8769,55177,46408,26500,10023-5401,199504,2010
LABYRINTH INC,White,theater,N,N,n/a,N,NA,NA,6,61500,-122477,-148537,26060,857593,883653,708673,10014-2049,200204,2010
LES BALLETS GRANDIVA LTD,White,dance: ballet,N,N,n/a,N,NA,NA,NA,NA,-41445,-46745,5300,478879,484179,0,10017-5722,200204,2010
LILITH PUBLICATIONS INC,White,literary arts,N,N,Women/Jewish,N,NA,NA,NA,NA,-68734,-46790,-21944,456375,434431,314551,10107-2420,197504,2010
LIVING IMAGE ARTS INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-896,-1953,1057,92088,93145,64057,10013-1510,200705,2010
LOLA LOUIS CREATIVE & PERFORMING ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-8140,-1273,-6867,33290,26423,26423,10466-3155,200707,2010
LOUISE T BLOUIN FOUNDATION INC,White,multidisciplinary,N,N,n/a,MD,NA,closed 2017?,NA,NA,-2911631,-2417121,-494510,530001,35491,35400,10001-1157,200608,2010
LUBOVITCH DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-97722,-89271,-8451,909038,900587,425902,10036-7205,197206,2010
MABOU MINES DEVELOPMENT FOUNDATION INC,White,theater,N,N,n/a,Y,NA,NA,4,105000,-47269,90294,-137563,704677,567114,322936,10009-5782,197409,2010
MAGIC CIRCLE OPERA REPRETORY ENSEMBLE INC,White,opera,N,N,n/a,N,NA,NA,NA,NA,-17308,-19232,1924,60466,62390,19200,10023-4324,198112,2010
MAKE MUSIC NEW YORK INC,White,music: other,Y,N,n/a,N,NA,NA,NA,NA,-11278,-15996,4718,86116,90834,90834,10003-7033,200807,2010
