NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
GRAPHIC ARTISTS GUILD FOUNDATION INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-657,512,-1169,1169,0,0,10001-3030,198404,2014
GROUP I ACTING COMPANY INC,White,theater,N,N,n/a,N,NA,NA,24,425550,-25754,575097,-600851,2934531,2333680,1500944,10036-4752,197310,2014
HAITIAN CULTURAL FOUNDATION INC,Black,visual arts,N,Y,n/a,NA,Cultural Heritage,NA,1,250,-2183,19083,-21266,53576,32310,32310,10012-4158,201009,2014
HARBOR LIGHTS THEATER COMPANY INC HARBOR LIGHTS,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-66852,-38741,-61445,394452,333007,58910,10301-1432,201010,2014
HARLEM ARTS ALLIANCE,Multiracial,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-24059,50006,-74065,385770,311705,284315,10030-2604,200611,2014
HARMONIE ENSEMBLE INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-28911,-32670,3759,204657,208416,195774,10025-5386,198201,2014
HARVESTWORKS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,3,24000,-85687,-95077,-32610,370851,338241,250130,10012-3396,197706,2014
HISPANIC ORGANIZATION OF LATIN ACTORS,Hispanic/Latino,film/electronic/media,N,Y,n/a,NA,NA,NA,NA,NA,-3067,-1476,-1591,99575,97984,80116,10002-3387,198111,2014
HOUSE FOUNDATION FOR THE ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,9,122750,-46382,-104144,58920,717613,776533,350991,10013-2260,197205,2014
HUNDRED GRAND DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-7242,-18758,12146,64755,76901,13900,10013-2659,199406,2014
HWANG GALLERY INC,Asian/Pacific Islander,visual arts,N,Y,n/a,NA,NA,NA,NA,NA,-155,NA,-155,6478,6323,6323,11354-5403,0,2014
I GIULLARI DI PIAZZA INC,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-2443,-2431,-12,75497,75485,18500,10025-1747,198307,2014
IMAGINE SCIENCE FILMS CORP,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-21184,39736,-60920,273140,212220,75305,11217-2813,200903,2014
INDEPENDENT FILMWORKS INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-95080,-69111,-25969,28034,2065,0,10001-6818,199507,2014
INDEPENDENT MEDIA ARTS PRESERVATION INC,White,film/electronic/media,N,N,n/a,MD,NA,closed? 2015,NA,NA,-3138,6906,-10044,13174,3130,3130,10468-1527,200307,2014
INDIAN CULTURAL SOCIETY INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-10068,NA,-247,7987,7740,7740,11420-1618,200804,2014
INDO-AMERICAN ARTS COUNCIL INC,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,7,32700,-46876,0,2102,351639,353741,197540,10128-7673,199901,2014
INFINITY DANCE THEATER COMPANY LTD,White,dance: other,N,N,Disability,N,NA,NA,NA,NA,-32951,-47516,14565,23099,37664,33585,10025-7484,199707,2014
INNERVISION THEATRE ARTS CENTER INC,Black,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-239717,-209603,-29493,262869,233376,5000,11434-1335,201008,2014
INSTITUTE FOR URBAN DESIGN INCORPORATED,White,architecture and design,N,N,n/a,MD,NA,NA,NA,NA,-40434,6891,-44042,361400,317358,299515,10011-5510,197807,2014
INTERNATIONAL ARTS RELATIONS INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,4,37500,-28705,-31428,2723,204225,206948,186101,10108-0756,197208,2014
INTERNATIONAL COALITION OF HISTORICSITE MUSEUMS OF CONSCIENCE,White,historic preservation,N,N,n/a,N,NA,NA,2,234959,-91782,90311,-182093,1297799,1115706,1058956,10018-7473,200606,2014
IRISH HUNGER MEMORIAL FOUNDATION,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-18222,-22658,4436,814,5250,5250,10104-0101,200803,2014
ITALIAN AMERICAN MUSEUM,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-1597276,-1321770,-275506,152855,-122651,93326,10461-1802,200204,2014
J COLLABO ORG CORP,Asian/Pacific Islander,visual arts,N,Y,n/a,NA,NA,NA,NA,NA,-13244,-20034,6790,18391,25181,25181,11215-3486,201206,2014
JACK ARTS INC,White,theater,N,N,n/a,Y,NA,NA,1,1000,-1485,440,26958,132714,159672,64385,11238-3005,201408,2014
JACK MUSIC INC JACK QUARTET,White,music: other,N,N,n/a,N,NA,NA,1,8000,-26248,NA,-22875,376322,353447,34645,10033-6817,200908,2014
JAZZREACH PERFORMING ART AND EDUCATION ASSOCIATION,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-2183,-16190,12273,290513,302786,115374,11201-1000,199403,2014
JEZEBEL PRODUCTIONS INC,White,film/electronic/media,N,N,Women,N,NA,NA,NA,NA,-3411,-41729,38318,15077,53395,31996,10011-0000,199111,2014
JOSE LIMON DANCE FOUNDATION,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,6,167000,-355695,-318252,-10443,1201102,1190659,498237,10031-1814,198610,2014
KEYSTONE DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,1,5000,-16090,-20535,4445,13122,17567,11181,10001-4902,199307,2014
KIDS CREATIVE 404 INC KIDS CREATIVE,White,multidisciplinary,N,N,n/a,Y,NA,NA,NA,NA,-31038,6145,-37183,952679,915496,777011,10003-3004,200401,2014
KOREAN AMERICAN ASSOCIATION OF QUEENS NEW YORK,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-22797,-13162,-9635,157169,147534,8124,11358-0000,201208,2014
KOREAN AMERICAN HERITAGE FOUNDATION INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-100496,-46363,-54133,251283,197150,0,11358-2056,201112,2014
KYO-SHIN-AN ARTS INC,Asian/Pacific Islander,music: other,N,Y,n/a,NA,Cultural Heritage,NA,2,2200,-36380,NA,-4424,58099,53675,44175,11215-2340,200902,2014
LES BALLETS GRANDIVA LTD,White,dance: ballet,N,N,n/a,N,NA,NA,NA,NA,-48741,-42803,-5938,10718,4780,0,10017-0000,200204,2014
LIFE THROUGH DANCE INC,White,dance: other,N,N,n/a,N,NA,NA,1,5000,-44250,-23024,-21392,119694,98302,84102,10025-3455,199310,2014
LILITH PUBLICATIONS INC,White,literary arts,N,N,Women/Jewish,N,NA,NA,2,20500,-24030,-31085,7055,476773,483828,395853,10019-2400,197504,2014
LOLA LOUIS CREATIVE AND PERFORMING ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-4871,-4693,-178,32124,31946,31948,10466-3155,200707,2014
LOUISE T BLOUIN FOUNDATION INC,White,multidisciplinary,N,N,n/a,N,NA,closed?,NA,NA,-5681831,NA,-311050,262569,-48481,2500,10013-2070,201508,2014
LOVE CREEK PRODUCTIONS INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-211419,NA,557,14633,15190,50,11101-4721,199003,2014
LUBOVITCH DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,4,45000,-132459,-161236,28777,803587,832364,348677,10036-7205,197206,2014
MAGIC CIRCLE OPERA REPRETORY ENSEMBLE INC,White,opera,N,N,n/a,N,NA,NA,1,17600,-13390,-20293,6903,73883,80786,23500,10023-4324,198112,2014
MANHATTAN ENSEMBLE THEATRE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-1451313,-1457049,5736,55567,61303,61152,10014-3276,199912,2014
MANHATTAN YOUTH BALLET INC,White,dance: ballet,N,N,Youth,N,NA,NA,2,5000,-235948,-159875,-76073,771471,695398,0,10023-7403,200703,2014
MANNA HOUSE WORKSHOPS INC,Black,music: other,Y,Y,n/a,NA,NA,NA,NA,NA,-114257,-123616,3952,111363,115315,84921,10029-4833,196804,2014
MARK STUART DANCE THEATRE INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-1921,NA,-20975,97565,76590,67809,10001-7604,201201,2014
MARTHA GRAHAM SCHOOL OF CONTEMPORARY DANCE INC,White,dance: other,N,N,n/a,N,NA,NA,3,4500,-558427,-525544,-32883,632594,599711,154596,10065-7702,195901,2014
MARTIN LUTHER KING JR CONCERT SERIES INC,Black,music: other,N,Y,n/a,NA,NA,NA,NA,NA,-172321,16757,-177912,832495,654583,654567,11201-3832,198306,2014
MEDICINE SHOW THEATRE ENSEMBLE INC,White,theater,N,N,n/a,N,NA,closed?,1,4000,-1272,-1653,381,59427,59808,19338,10019-5012,197212,2014
MILLENNIUM DANCE COMPANY INC,Black,dance: other,N,Y,Youth,NA,NA,NA,NA,NA,-20973,6462,-23677,116096,92419,0,10030-2405,199712,2014
MIMI GARRARD DANCE COMPANY INC,White,multidisciplinary,N,N,n/a,N,NA,NA,1,2500,-52367,-51276,-1091,7411,6320,5670,10175-0003,197301,2014
MISNOMER,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-95465,-30028,-55959,1038158,982199,169726,11218-2108,200809,2014
MODERN AND COMTEMPORARY ART SUPPORT CORP,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-5424499,-4696172,-728327,726258,-2069,0,10019-5401,199611,2014
MODERN DAY GRIOT THEATRE COMPANY,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-20907,-18606,-2301,11492,9191,6850,11226-4108,201302,2014
MOMA AUXILIARIES INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-1252533,NA,0,0,0,0,10019-5401,199802,2014
MULLER WORKS FOUNDATION,White,dance: other,N,N,n/a,N,NA,closed?,2,3000,-139348,-140066,22232,407023,429255,311542,10011-1942,197501,2014
MUSIC ASSOCIATES OF NEW YORK LTD,MD,music: classical,MD,MD,MD,MD,NA,NA,NA,NA,-18537,-7250,-11287,14093,2806,2800,11360-4565,198210,2014
MUSIC AT THE ANTHOLOGY INC,White,music: other,N,N,n/a,N,NA,NA,5,18750,-3434,-16295,12861,179823,192684,192684,10013-2260,200103,2014
MUSIC BRIDGES INTERNATIONAL INC,White,music: classical,N,N,n/a,MD,NA,closed?,NA,NA,-2540,-2540,0,0,0,0,10023-2789,200509,2014
MUSIC FOR LIFE INTERNATIONAL INC,White,music: other,Y,N,n/a,N,NA,NA,1,22500,-869,-5591,16235,157192,173427,131912,10011-0011,201011,2014
MUSIC OF THE SPHERES SOCIETY INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-10003,-10553,550,10986,11536,9776,10024-6893,200212,2014
MUSIC THEATRE GROUP INC,White,theater,N,N,n/a,MD,NA,closed 2016,4,11000,-102849,-116951,14102,82639,96741,66592,10025-1519,196504,2014
MUSICA DE CAMARA INC,Hispanic/Latino,music: classical,N,Y,n/a,NA,NA,NA,NA,NA,-4773,4867,-9641,94573,84932,84932,10029-5233,198704,2014
NATIONAL BLACK TOURING CIRCUIT INC,Black,theater,N,Y,n/a,NA,NA,NA,1,10000,-27496,-36423,11770,55521,67291,65558,10032-7442,197611,2014
NATIONAL JEWELRY INSTITUTE INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-183553,-199479,15926,362250,378176,328361,10022-9815,200304,2014
NATIONAL MUSIC THEATRE NETWORK INC,White,theater,N,N,n/a,MD,NA,closed 2016,NA,NA,-93787,-98510,4723,1494649,1499372,468028,10036-8104,198405,2014
NDI CENTER CORP,White,dance: other,N,N,n/a,Y,NA,NA,NA,NA,-1608722,-1148354,-460368,574536,114168,0,10039-3427,201012,2014
NEGRO ENSEMBLE COMPANY INC,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-32270,-28155,-13305,114267,100962,86629,10036-6908,196703,2014
NEW AMSTERDAM HISTORY CENTER,White,historic preservation,N,N,n/a,N,NA,NA,NA,NA,-11015,-12465,1450,6581,8031,8031,10110-0002,200802,2014
NEW DANCE ALLIANCE INC,Diverse,dance: other,N,Y,n/a,NA,NA,NA,1,1500,-18626,-18626,709,48646,49355,32595,10013-6605,198701,2014
NEW PERSPECTIVES THEATRE COMPANY INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-9426,-10855,2181,82403,84584,54989,10018-4008,199305,2014
NEW YORK BAROQUE DANCE CO INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-135777,-133645,-2132,54283,52151,11605,10009-7302,197902,2014
NEW YORK CHINESE CULTURAL CENTER INC,Asian/Pacific Islander,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-2787,NA,122494,385076,507570,194888,10002-0000,197812,2014
NEW YORK CITY INDEPENDENT FILM FESTIVAL,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-363,NA,-363,84780,84417,84417,11377-7814,201408,2014
NEW YORK PHILOMUSICA CHAMBER ENSEMBLE,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-130495,-132481,1986,26960,28946,24500,10023-2903,197308,2014
NEW YORK REVELS INC,White,theater,N,N,n/a,Y,NA,NA,NA,NA,-107284,NA,9857,6492,16349,16304,11217-3764,199108,2014
NEW YORK SCANDIA SYMPHONY INC,White,music: classical,N,N,n/a,N,NA,NA,1,13000,-46190,-45890,128,57251,57379,25226,10150-0583,199012,2014
NICHOLAS ANDRE DANCE THEATER INC,White,dance: other,N,N,n/a,MD,NA,closed?,NA,NA,-6,NA,4271,28832,33103,9500,10028-0009,200405,2014
