NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
NIKOLAIS LOUIS FOUNDATION FOR DANCE,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-4110,32278,-36388,57111,20723,13601,10011-3600,198611,2014
NOCHE FLAMENCA INC,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,1,10000,-84650,-64138,-20510,992940,972430,673500,10024-4024,199709,2014
NORTH AMERICA PASTEL ARTISTS ASSOCIATION INC,White,visual arts,N,N,n/a,ND,NA,NA,NA,NA,-1590,-563,-232,5427,5195,500,11355-5877,200703,2014
ONE WORLD ARTS INCORPORATED,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,NA,NA,-17091,0,-2692,34115,31423,9194,10464-0007,201402,2014
ONE YEAR LEASE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-29171,-7198,-20541,223713,203172,48734,11217-1695,200203,2014
OPERA COMPANY OF BROOKLYN ASSOCIATION,White,opera,N,N,n/a,Y,NA,NA,NA,NA,-8739,-7365,-1374,16136,14762,2990,10034-1000,200106,2014
OUT OF THE BLUE FILMS INC,White,film/electronic/media,Y,N,n/a,Y,NA,NA,NA,NA,-1005,-28143,27138,56693,83831,81370,10003-5005,200912,2014
PARSONS DANCE FOUNDATION INC,White,dance: other,N,N,n/a,Y,NA,NA,6,55000,-5362,16107,-21469,1091663,1070194,392226,10036-7205,199010,2014
PEARL THEATRE CO INC,White,theater,N,N,n/a,ND,NA,closed 2017,23,153500,-205298,72958,-278256,1962421,1684165,842059,10036-6235,198304,2014
PECCADILLO THEATER COMPANY INC,White,theater,N,N,n/a,N,NA,NA,2,20000,-23440,-64949,44009,253269,297278,216444,10036-3510,199601,2014
PEOPLES ARCHITECTURE FOUNDATION LTD,Asian/Pacific Islander,architecture and design,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-1315,NA,-1871,1871,0,0,10038-0000,200706,2014
PERFORMA INC,White,multidisciplinary,N,N,n/a,N,NA,NA,6,659000,-195726,-63309,-169868,2483855,2313987,1432348,10011-0028,200507,2014
PERFORMERS COMMITTEE INC,White,music: classical,N,N,n/a,N,NA,closed 2013?,NA,NA,-177539,-172413,-5126,6541,1415,1165,10023-8133,197506,2014
PHOENIX THEATRE ENSEMBLE INC,White,theater,N,N,n/a,N,NA,NA,2,4000,-21510,-4132,-17378,116303,98925,54669,10003-7702,200412,2014
PHOTO BASED ART INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-13006,84786,-97792,263722,165930,69956,11215-3113,200503,2014
PHOTO LEGACY FOUNDATION INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-102,148,-250,19500,19250,19250,10003-3236,201308,2014
POLARIS PRODUCTIONS,White,theater,N,N,Youth,N,NA,NA,1,8000,-1740,4747,-6487,37680,31193,17655,10011-5804,201209,2014
POMERIUM MUSICES INCORPORATED,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-9387,13308,-22695,118663,95968,33660,10025-2180,197707,2014
PUERTO RICAN TRAVELING THEATRE CO INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,NA,NA,-206209,-229420,23211,398769,421980,110768,10025-7008,196903,2014
PULSE ENSEMBLE THEATRE INC,White,theater,Y,N,Women,N,NA,NA,1,5000,-19226,-13915,-5311,76178,70867,48841,10001-2505,199207,2014
PUPPET WORKS INC,White,theater,N,N,Youth,N,NA,NA,2,7500,-33279,-28832,-4447,233804,229357,20933,11215-0562,198110,2014
PUPPETRY ARTS THEATRE INC,White,theater,N,N,Youth,N,NA,NA,2,2000,-9443,-11903,3000,61056,64056,41782,11215-2416,200301,2014
QI SHU FANGS PEKING OPERA ASSOCIATION INC,Asian/Pacific Islander,opera,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-3803,4712,-8515,79413,70898,63698,11421-2423,199607,2014
QUEENS DOMINICAN PARADE INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-593,1252,-1845,9045,7200,7200,11372-5984,201410,2014
QUEENS SYMPHONY ORCHESTRA INC,White,music: classical,N,N,n/a,N,NA,NA,2,205,-140331,NA,-155955,525591,369636,319247,11367-0000,195703,2014
RATTLESTICK PRODUCTIONS INC,White,theater,N,N,n/a,Y,NA,NA,10,194036,-112453,149486,-261939,2336902,2074963,1637786,10014-2405,199207,2014
RED BULL THEATER INC,White,theater,N,N,n/a,Y,NA,NA,8,159100,-18191,0,-7411,771848,764437,470416,10025-1507,200308,2014
RIO GRANDE UNION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-15923,-24663,8740,190720,199460,117518,10012-3900,197309,2014
RIPE TIME INC RIPE TIME,White,theater,N,N,n/a,N,NA,NA,4,20600,-47489,1005,-48494,205251,156757,131273,11217-1694,200212,2014
S E M ENSEMBLE INC,White,music: classical,N,N,n/a,N,NA,NA,1,2000,-12525,12763,-26826,184563,157737,84265,11201-4503,197311,2014
SAVING GRACE NYC,White,historic preservation,N,N,n/a,N,NA,NA,NA,NA,-48437,148069,-196506,231288,34782,34782,10003-4804,200807,2014
SEASIDE SUMMER CONCERT SERIES INC,White,music: other,N,N,n/a,ND,NA,NA,NA,NA,-78209,42436,-120645,206998,86353,86350,11201-3832,198104,2014
SHAKESPEARE SOCIETY INC,White,theater,N,N,n/a,N,NA,closed? 2017,7,75000,-11094,-27576,16482,543168,559650,519798,10011-1811,199806,2014
SHEPHERD CHOIR & OPERA INC,White,music: other,N,N,Religion: Christian,N,NA,NA,NA,NA,-635,-491,-144,13790,13646,13646,11358-3517,201004,2014
SIKH ART AND FILM FOUNDATION INC,Asian/Pacific Islander,multidisciplinary,N,Y,Religion: Sikh,NA,Cultural Heritage,NA,2,3060,-59874,-60481,62452,61238,123690,61845,10018-4901,200609,2014
SJ CHINESE CULTURE STUDIO INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,closed?,NA,NA,-6988,-9064,2076,77138,79214,79214,NA,200712,2014
SKYSAVER PRODUCTIONS INC,White,theater,N,N,Youth,ND,NA,NA,1,5000,-694,-665,-29,61203,61174,31340,10003-0800,198210,2014
SOCIETY FOR THE STUDY OF MYTH AND TRADITION INC,White,folk arts/heritage,N,N,n/a,MD,NA,NA,NA,NA,-173205,-180566,7361,421943,429304,37930,10011-9260,197603,2014
SOCIETY OF VOICE ARTS AND SCIENCES INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-12609,NA,-12609,14949,2340,0,10019-5910,201406,2014
SOKOLOW THEATRE DANCE ENSEMBLE LTD,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-33162,-32908,-254,33572,33318,33318,10113-0351,200403,2014
ST LUKES CHAMBER ENSEMBLE INC,White,music: classical,N,N,n/a,Y,NA,NA,48,1272075,-2878835,-1243447,-835465,7318498,6483033,3734327,10018-4016,197609,2014
STAGEPLAYS THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-347362,NA,-13711,68062,54351,54351,10017-1553,199405,2014
STATEN ISLAND BALLET THEATER INC STATEN ISLAND BALLET,White,dance: ballet,N,N,n/a,N,NA,NA,NA,NA,-82799,-158927,3373,495262,498635,169198,10306-1941,199409,2014
STATEN ISLAND ORCESTRA,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-56445,-50659,-5786,65909,60123,48768,10301-2004,200602,2014
STELLA ADLER STUDIO OF ACTING,White,theater,N,N,n/a,Y,NA,NA,1,10000,-565225,-706409,141185,6293483,6434668,354217,10001-6934,200008,2014
TADA THEATRE AND DANCE ALLIANCE INC,White,theater,N,N,Youth,Y,NA,NA,10,166903,-83531,-120480,35131,1886151,1921282,797831,10001-6410,198512,2014
TAKE WING AND SOAR PRODUCTIONS INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-3163,-4532,1369,61952,63321,50989,10027-3322,200307,2014
TERRANOVA THEATRE COLLECTIVE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-33496,-2806,-30690,130744,100054,67433,10011-1254,200309,2014
THANG DAO DANCE COMPANY,Asian/Pacific Islander,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-9988,5371,-15359,15359,0,0,NA,200404,2014
THE CHILDRENS CREATIVE WRITING CAMPAIGN INC THE KNOWLEDGE PROJECT,White,literary arts,N,N,Youth,N,NA,NA,NA,NA,-163117,-151095,-12023,64115,52092,47700,10038-3101,199804,2014
THE JAZZ GALLERY,Multiracial,music: other,N,Y,n/a,NA,NA,NA,5,55850,-54050,-99416,45366,408020,453386,352520,10021-0012,199707,2014
THE MICHAEL CHEKHOV THEATRE COMPANY INC,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-49102,-28706,-20396,112491,92095,6421,10003-4554,200802,2014
THE OBSIDIAN SOCIETY INC,Black,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-13324,-13324,0,0,0,0,03301-2552,199710,2014
THE RAJKUMARI CULTURAL CENTER INC,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,1,1000,-8568,65926,-49325,99502,50177,43577,11418-3470,200108,2014
THE RIVERSIDE THEATRE INC,White,theater,N,N,n/a,Y,NA,NA,8,47344,-574198,-345271,-227177,405543,178366,158410,NA,200705,2014
THE STANDBY PROGRAM INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-5844,3400,96313,290068,386381,105557,11355-2044,199312,2014
THE VILNA PROJECT INC,White,film/electronic/media,N,N,Religion: Jewish,N,Cultural Heritage,NA,1,5000,-198429,-195990,-2439,5027,2588,0,10019-3303,199404,2014
THE YORK THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,12,85900,-235,-56890,56655,1536978,1593633,1191216,10022-4613,199209,2014
THRESHOLD DANCE PROJECTS INC,White,dance: other,N,N,n/a,N,NA,NA,6,55900,-37402,21828,-59644,250554,190910,137061,10036-7205,199605,2014
TRIBECA FILM INSTITUTE INC,White,film/electronic/media,N,N,n/a,N,NA,closed (temp?),15,849000,-104266,915871,-1020137,6773066,5752929,5647578,10013-2376,200202,2014
TRUSTY SIDEKICK THEATER COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-2369,NA,-9372,78135,68763,13705,10119-0002,201206,2014
VIBE THEATER EXPERIENCE,Black,multidisciplinary,N,Y,"Women, LGBTQ+, Youth",NA,NA,NA,4,26990,-2886,3494,-6380,79465,73085,73085,11217-2129,200403,2014
VITAL THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,3,3925,-234665,-240137,5471,1463913,1469384,114674,10024-6620,200011,2014
VOLCANO LOVE INC,White,dance: other,N,N,n/a,MD,NA,NA,NA,NA,-3432,-28562,27317,189249,216566,140217,11217-2407,200004,2014
WATERWELL PRODUCTIONS INC WATERWELL,White,theater,Y,N,n/a,Y,NA,NA,NA,NA,-6472,-24206,17733,475304,493037,82448,10036-4008,200303,2014
WEST INDIAN AMERICAN DAY CARNIVAL ASSN,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-47469,41740,-75248,867388,792140,255491,11225-2907,197211,2014
WHITE WAVE RISING YOUNG SOON KIM DANCE COMPANY INC,Asian/Pacific Islander,dance: other,N,Y,n/a,NA,NA,NA,1,50000,-52,-18880,18828,333033,351861,229208,11221-5835,199511,2014
WINGSPAN ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,1,1000,-344635,-282617,-62018,2614991,2552973,94356,10036-3708,200207,2014
WORKING THEATRE CO INC,White,theater,N,N,n/a,Y,NA,NA,4,33500,-79552,-97375,17823,329186,347009,284587,10018-8635,198801,2014
WORLD MUSIC INSTITUTE INC,White,music: other,Y,N,n/a,N,NA,NA,5,72800,-4460,59778,-64238,795671,731433,509395,11201-8359,198703,2014
WOVEN SPACES INC,White,multidisciplinary,N,N,n/a,Y,NA,NA,NA,NA,-23086,-13152,-9934,21977,12043,8600,11222-5971,199702,2014
ZEUSS THIGH LTD,White,theater,N,N,n/a,N,NA,NA,1,1000,-3929,-4925,992,27070,28062,15673,10023-0031,200408,2014
ZGD INC,White,dance: other,N,N,n/a,N,NA,NA,1,2500,-11117,-8190,-2926,363232,360306,172599,10004-3237,199410,2014
ZHENGUO BEIJING OPERA HOUSE INC,Asian/Pacific Islander,opera,N,Y,n/a,NA,Cultural Heritage,closed?,NA,NA,-11535,-11510,-25,25,0,0,10016-5332,200804,2014
