NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
ARCOS ORCHESTRA LTD,Multiracial,music: classical,Y,Y,n/a,NA,NA,NA,NA,NA,-5623,-12623,7000,16350,23350,23350,10032-5806,200811,2011
ARDEA ARTS INC,White,opera,N,N,n/a,N,NA,NA,NA,NA,-44279,-33639,-7786,42245,34459,24047,10013-2654,200612,2011
ART 21 INC,White,film/electronic/media,N,N,n/a,N,NA,NA,6,346625,-34306,129625,-163901,1599788,1435887,1266918,10013-1428,199707,2011
ART COUNCIL INC,White,visual arts,N,N,n/a,N,NA,NA,2,60000,-527547,-836989,309442,478686,788128,721872,11201-1007,199809,2011
ART START INCORPORATED,Multiracial,multidisciplinary,Y,Y,Youth,NA,NA,NA,1,1000,-420,35552,-37023,205207,168184,168184,10009-6989,199904,2011
ART SWEATS INC,White,dance: other,N,N,n/a,N,NA,NA,3,43000,-57129,26692,-88157,289039,200882,31057,10003-8384,199506,2011
ARTE INSTITUTE INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-16000,NA,-16000,18900,2900,0,10013-1526,201201,2011
ARTISTS ALLIANCE INC,White,visual arts,Y,N,n/a,N,NA,NA,NA,NA,-3025,8315,-11340,47606,36266,32175,10002-3391,199911,2011
ARTS HOUSE SCHOOLS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-4529,-2989,435,83495,83930,17982,11224-1307,200806,2011
ARZU INC,Middle Eastern,visual arts,Y,Y,n/a,NA,NA,NA,NA,NA,-175603,836681,-1012284,2053170,1040886,553725,10016-6901,200406,2011
ASIAN AMERICAN ARTS CENTER INC,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-135731,-129203,-6528,38622,32094,16631,10002-3389,197605,2011
ASIAN CINE-VISION INC,Asian/Pacific Islander,film/electronic/media,N,Y,n/a,NA,NA,NA,NA,NA,-108511,-69963,-38548,97789,59241,22616,10001-4010,198704,2011
ASIAN CLASSICS INPUT PROJECT INC,Asian/Pacific Islander,literary arts,N,N,n/a,NA,NA,NA,NA,NA,-45232,-40873,-4359,160169,155810,155810,10003-5204,200310,2011
AUBIN PICTURES INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-1978,5694,-7672,175031,167359,96650,10122-0000,199704,2011
AUDIENCE DEVELOPMENT COMMITTEE INC,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-1952,-1436,-1744,36473,34728,22530,10027-0030,197610,2011
AURORA MUSIC FOUNDATION INC,White,music: other,N,N,n/a,N,NA,closed,NA,NA,-8428,NA,-31754,152336,120582,88745,10011-3717,197507,2011
AUTONOMEDIA INC,White,literary arts,Y,N,n/a,N,NA,NA,NA,NA,-21515,-10011,-3311,81110,77799,2500,11211-0568,199010,2011
AVANT MEDIA PERFORMANCE INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-1331,NA,-2453,16394,13941,10825,11249-5264,200507,2011
AVODA INSTITUTE LTD,White,multidisciplinary,N,N,Religion: Jewish,MD,NA,NA,NA,NA,-7870,-13927,6057,121752,127809,101884,10016-0000,200410,2011
BALLET SCHOOL OF NEW YORK INC,White,dance: ballet,N,N,n/a,N,NA,NA,NA,NA,-5119,12939,-18058,169518,151460,0,10016-0000,198508,2011
BAR HARBOR FESTIVAL CORPORATION,White,music: classical,N,N,n/a,N,NA,NA,1,2000,-78692,-78058,-634,239513,238879,157766,10025-0000,196712,2011
BLACK MOON THEATRE COMPANY INC,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-24215,-63531,39316,26099,65415,24000,11222-2269,200105,2011
BOFFO INC,Multiracial,multidisciplinary,Y,Y,n/a,NA,NA,NA,NA,NA,-34839,NA,-34839,106031,71192,71192,10012-4516,201104,2011
BOYS CHOIR OF HARLEM INC,Black,music: other,N,Y,Youth,NA,NA,closed 2010,NA,NA,-3388475,-3478940,86101,39477,125578,125578,10035-0000,197512,2011
BRITISH MEMORIAL GARDEN TRUST INC,White,other,N,N,n/a,MD,NA,NA,NA,NA,-63884,211944,-275827,493122,217295,176144,10017-3304,200305,2011
BROOKLYN YOUTH COMPANY INC,Black,theater,Y,Y,Youth,NA,NA,NA,NA,NA,-299,NA,-130,8457,8327,927,11215-1111,201209,2011
CANTEEN ARTS INC,White,literary arts,N,N,n/a,N,NA,NA,NA,NA,-78050,-56077,-21973,80064,58091,58091,11201-2756,200802,2011
CAPOEIRA FOUNDATION INC,Black/Latino,dance: other,Y,Y,n/a,NA,NA,NA,1,25000,-26426,-67977,41551,385353,426904,125294,10018-9090,198305,2011
CHAMBER ORCHESTRA OF NEW YORK - OTTORINO RESPIGHI,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-4005,2581,-6586,63800,57214,36741,10021-1411,200607,2011
CHASHAMA INC,White,multidisciplinary,Y,N,n/a,Y,NA,NA,NA,NA,-26944,70164,-65527,839488,773961,566435,10036-0000,199605,2011
CHELSEA ART MUSEUM,White,visual arts,N,N,n/a,MD,NA,closed 2011,NA,NA,-233195,-274065,40870,697498,738368,368206,10011-0002,199912,2011
CHERRY LANE ALTERNATIVE INC,White,theater,N,N,n/a,N,NA,NA,1,6000,-135521,-217881,82360,461518,543878,165001,10128-1507,199811,2011
CHILDRENS THEATRE COMPANY,Multiracial,theater,Y,Y,Youth,NA,NA,NA,NA,NA,-7243,-1473,-5790,196772,190982,88500,10001-5541,200111,2011
CHINESE AMERICAN ARTS COUNCIL INCORPORATED,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-94709,-93300,-1409,128133,126724,125804,10012-4603,198209,2011
CHURCH STREET SCHOOL FOR MUSIC AND ART,White,multidisciplinary,Y,N,Youth,Y,NA,NA,2,27500,-468652,-90247,-282122,1842702,1560580,188805,10007-1194,199402,2011
CITY GRAND OPERA SOCIETY INC,White,opera,N,N,n/a,N,NA,NA,NA,NA,-431247,-472994,41747,114643,156390,89250,10019-5515,197401,2011
CITYWIDE YOUTH OPERA INC,White,opera,N,N,Youth,N,NA,NA,NA,NA,-11147,-5545,-5602,44497,38895,16280,10163-0347,200507,2011
CLARION MUSIC SOCIETY INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-17739,-4089,-13650,196694,183044,143193,10021-0032,196105,2011
CLASSICAL THEATRE OF HARLEM INC,Black,theater,N,Y,n/a,NA,NA,NA,1,5000,-9144,-220283,211139,160340,371479,358376,10018-6507,200105,2011
COLLABORATIVE URBAN SCULPTURE,White,visual arts,Y,N,n/a,Y,NA,NA,NA,NA,-9722,7001,-16723,35448,18725,18721,11205-1202,199002,2011
COMPLEXIONS-A CONCEPT IN DANCE,Diverse,dance: other,N,Y,n/a,N,NA,NA,1,10000,-58001,-88577,-22179,1718281,1696102,650800,10018-0602,200603,2011
CONSTITUENT ARTS LIMITED,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-4931,NA,-650,4250,3600,3600,10016-6700,197908,2011
CREATIVE MUSIC THERAPY STUDIO,White,music: other,N,N,n/a,MD,NA,NA,NA,NA,-1017,-1645,628,98910,99538,0,10011-0000,200212,2011
CULTURE PROJECT INC,White,theater,Y,N,n/a,Y,NA,NA,8,130500,-318780,36510,-355290,1449867,1094577,773019,10012-2481,199801,2011
CULTURENOW INC,White,visual arts,N,N,n/a,N,NA,NA,1,17500,-1957,-9246,7289,32156,39445,39445,10001-5584,200210,2011
D U M B O ARTS CENTER,White,visual arts,N,N,n/a,MD,NA,closed?,NA,NA,-41572,-33011,-8561,105188,96627,57621,11201-1007,200002,2011
DAEDALUS PRODUCTIONS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-108669,-72410,-36259,132350,96091,89720,10024-3708,198206,2011
DANCE GIANT STEPS INC,White,dance: other,Y,N,n/a,Y,NA,NA,NA,NA,-21442,-10318,-7924,58056,50132,46837,11201-3548,198209,2011
DANCE NEW AMSTERDAM INC,White,dance: other,N,N,n/a,MD,NA,closed pre-2020,1,1500,-3420614,-2160102,-1260512,3482925,2222413,346632,10007-1868,198704,2011
DANIEL FERRO VOCAL PROGRAM INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-94640,-140254,45614,187814,233428,146894,10022-8511,199407,2011
DI CAPO OPERA THEATRE CORP,White,opera,N,N,n/a,MD,NA,closed 2013,4,32000,-587249,-343699,-243280,843976,600696,249998,10021-2819,199005,2011
DIVERSE CITY THEATER COMPANY INC,MD,theater,Y,MD,n/a,MD,NA,NA,NA,NA,-5570,-6210,640,63781,64421,64421,10119-0002,200409,2011
DOWNTOWN ARTS DEVELOPMENT INC,White,multidisciplinary,N,N,n/a,MD,NA,closed?,1,10000,-17333,-17550,217,19460,19677,0,10013-1106,200410,2011
ELDERS SHARE THE ARTS INC,White,multidisciplinary,N,N,Elderly,N,NA,closed 2019,NA,NA,-1657,32914,-34571,138878,104307,67181,11217-1695,198312,2011
EMERGING ARTISTS THEATRE CO INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-39167,-28261,31301,212727,244028,189747,10001-6501,199405,2011
ENCOMPASS THEATRE INC,White,opera,N,N,n/a,Y,NA,NA,NA,NA,-6463,21661,-28124,107225,79101,33635,11217-1694,197607,2011
ENSEMBLE FOR THE ROMANTIC CENTURY INC,White,music: other,N,N,n/a,N,NA,NA,1,17000,-9813,NA,-1497,98373,96876,82253,10028-0000,200206,2011
ETC WORKSHOP INC,MD,film/electronic/media,MD,MD,MD,MD,NA,closed?,NA,NA,-392618,-204568,-102023,342023,240000,0,10010-2617,197509,2011
EYEBEAM ATELIER,White,multidisciplinary,Y,N,n/a,Y,NA,NA,3,533112,-386813,-174698,-212115,1414372,1202257,928564,10011-2812,199710,2011
FANFARE THEATRE ENSEMBLE INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-57746,-78267,20521,35805,56326,25250,10003-9001,197504,2011
FAUX REAL THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-4662,7794,-12456,37026,24570,22126,11205-1125,199707,2011
FOLKSBIENE YIDDISH THEATRE INC,White,theater,N,N,Religion: Jewish,Y,NA,NA,5,31000,-179444,-2489,-176955,1316235,1139280,889397,10001-0000,199811,2011
FORESIGHT FILMS INC,White,film/electronic/media,N,N,n/a,MD,NA,NA,NA,NA,-466157,NA,-148149,148515,366,0,11217-2213,198307,2011
FRANK SILVERA WRITERS WORKSHOP FOUNDATION INC,White,literary arts,N,N,n/a,N,NA,NA,NA,NA,-21022,11721,-32743,66645,33902,32723,10027-0000,197601,2011
FREDERICK DOUGLASS CREATIVE ARTS,Black,multidisciplinary,N,Y,n/a,NA,NA,closed?,NA,NA,-78952,9568,-88520,120952,32432,20462,10025-6205,196908,2011
FREESTYLE REPERTORY THEATRE,White,theater,N,N,n/a,N,NA,NA,NA,NA,-12193,10545,-22738,128686,105948,33509,10024-0000,199612,2011
FRENCH CONSERVATORY OF MUSIC INC,White,music: classical,N,N,n/a,MD,NA,NA,NA,NA,-11218,-7159,-4059,205832,201773,70838,10019-5515,199501,2011
FULL OF ENERGY SCHOOL OF DANCE INC,MD,dance: other,MD,MD,MD,MD,NA,closed,NA,NA,-9377,1067,-10444,60771,50327,0,11226-3380,200803,2011
GABRIELLE LANSNER AND COMPANY INCORPORATED,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-3092,46710,-49802,63314,13512,10816,10011-1240,200208,2011
GATEWAVE INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-141721,-15971,-125753,191608,65855,65855,10003-6311,201004,2011
GENERATIONAL ARTS LIMITED,White,multidisciplinary,N,N,n/a,MD,NA,closed 2012?,NA,NA,-91737,-91461,-276,156311,156035,0,10003-5234,200209,2011
GLOBAL VILLAGE MEDIA INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-35704,5050,-40754,285762,245008,244999,10025-3322,198705,2011
GOTHAM EARLY MUSIC SCENE,White,music: other,N,N,n/a,N,NA,NA,2,14000,-14458,-20174,5248,354793,360041,63827,10025-3431,200712,2011
GOTHAM STAGE COMPANY INC,White,theater,N,N,n/a,N,NA,closed?,NA,NA,-18952,NA,1731,11842,13573,10569,10025-7344,200508,2011
GREEN-WOOD HISTORIC FUND INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-3258,151935,-155193,425699,270506,198634,11232-0000,199904,2011
HARBOR LIGHTS THEATER COMPANY INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-914,0,10917,100328,111245,59393,10301-1432,201010,2011
HARLEM SCHOOL OF THE ARTS INC,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,16,1361307,-54780,-600259,520248,3346787,3867035,2833528,10030-1001,196507,2011
HARLEMLIVE INC,Black,multidisciplinary,N,Y,Youth,NA,NA,NA,NA,NA,-9471,-7984,-1487,205086,203599,203589,10027-5537,199911,2011
HARMONIE ENSEMBLE INC,White,music: classical,N,N,n/a,N,NA,NA,1,2500,-65085,-59483,-5602,53475,47873,46396,10025-5371,198201,2011
HARPERS MAGAZINE FOUNDATION,White,literary arts,N,N,n/a,No,NA,NA,NA,NA,-391,-389281,384948,8528840,8913788,4962500,10012-2317,198105,2011
HARVESTWORKS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,2,29500,-127992,-176142,42675,350094,392769,250114,10012-3396,197706,2011
HATCH BILLOPS COLLECTION INC,Black,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-1354,326,-1680,31458,29778,13389,10012-4412,197703,2011
HEART GALLERY NYC INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-5523,1480,-7003,111903,104900,89281,10028-0006,200606,2011
I GIULLARI DI PIAZZA INC,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-463,-1776,1313,72237,73550,17945,10025-1747,198307,2011
ILLUMINART PRODUCTIONS,White,theater,Y,N,n/a,N,NA,NA,NA,NA,-6419,NA,-8310,57661,49351,37516,10301-3369,200705,2011
INDEPENDENT FILMWORKS INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-126059,102292,-228351,315118,86767,85119,10001-6818,199507,2011
INDO-AMERICAN ARTS COUNCIL INC,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,1,1000,-128870,-71064,-57806,627310,569504,273347,10128-7673,199901,2011
INFINITY DANCE THEATER COMPANY LTD,White,dance: other,N,N,Disability,N,NA,NA,1,10000,-47516,-59931,12415,33179,45594,38715,10025-7484,199707,2011
INNERVISION THEATRE ARTS CENTER INC,Black,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-117691,-101254,-16466,237312,220846,0,11434-1335,201008,2011
INTERNATIONAL ARTS RELATIONS INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,2,25000,-72289,-83300,11011,305557,316568,272388,10108-0756,197208,2011
INTERNATIONAL DESIGN NETWORK FOUNDATION,White,architecture and design,N,N,n/a,MD,NA,closed? 2014,NA,NA,-10273,NA,-10503,33498,22995,9600,10013-2612,199509,2011
IRISH HUNGER MEMORIAL FOUNDATION,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-21377,NA,150,875,1025,1025,10104-0101,200803,2011
ITALIAN AMERICAN MUSEUM,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-746115,-550509,-195606,210276,14670,150337,10461-1802,200204,2011
JAPANESE FOLK DANCE INSTITUTE OF N Y INC,Asian/Pacific Islander,dance: other,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-53290,NA,2246,24671,26917,26917,10002-2748,199401,2011
JAZZREACH PERFORMING ART & EDUCATION ASSOCIATION,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-37832,-13978,-23854,241272,217418,122837,11201-1076,199403,2011
JEWISH THEATER OF NEW YORK INCORPORATED,White,theater,N,N,Religion: Jewish,N,NA,NA,NA,NA,-3852,-51743,47891,32838,80729,65777,10108-0845,199504,2011
JEZEBEL PRODUCTIONS INC,White,film/electronic/media,N,N,Women,N,NA,NA,NA,NA,-42610,NA,-21628,35241,13613,4159,10011-0000,199111,2011
JOSE LIMON DANCE FOUNDATION,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,5,102500,-403813,-129392,-274422,1408692,1134270,815945,10018-0086,198610,2011
JUNETEENTH FESTIVAL,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-1543,3716,-2173,35104,32931,22783,10002-8030,200004,2011
KAZUKO HIRABAYASHI DANCE THEATRE INC,Asian/Pacific Islander,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-6341,-6966,625,59390,60015,16875,10002-2816,197401,2011
KEYSTONE DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,1,1000,-21963,NA,1428,15018,16446,15353,10001-4902,199307,2011
KINDRED SPIRITS FOUNDATION INC,White,multidisciplinary,N,N,Youth,ND,NA,NA,NA,NA,-86187,-86231,44,45486,45530,32000,10023-5401,199504,2011
KNICKERBOCKER CHAMBER ORCHESTRA,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-982,9881,-10863,110771,99908,99908,10272-0838,200809,2011
LABYRINTH INC,White,theater,N,N,n/a,N,NA,NA,7,77000,-109772,-122477,12705,799797,812502,602658,10014-2049,200204,2011
LATIN AMERICAS WORKSHOP INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,1,5000,-15267,-9898,-5369,392685,387316,37846,10025-8701,199007,2011
LEAGUE OF COMPOSERS INTL SOC FOR CONTEMPORARY MUSIC U S SECTION INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-3399,949,-4348,100771,96423,44826,11372-2712,196003,2011
LES BALLETS GRANDIVA LTD,White,dance: ballet,N,N,n/a,N,NA,NA,NA,NA,-46831,-77770,30939,194927,225866,0,10017-0000,200204,2011
LILITH PUBLICATIONS INC,White,literary arts,N,N,Women/Jewish,N,NA,NA,NA,NA,-68506,-68734,228,493393,493621,380369,10107-2420,197504,2011
