NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
BOROUGH OF MANHATTAN COMMUNITY COLLEGE PERFORMING ARTS CENTER INC,White,multidisciplinary,N,N,n/a,N,NA,NA,1,2000,-75395,88524,-88012,1203752,1115740,59380,10007-1044,199011,2015
BRAVE NEW WORLD REPERTORY THEATRE,White,theater,N,N,n/a,N,NA,NA,NA,NA,-40,-2303,2263,41938,44201,31377,11218-4350,200705,2015
BRICK THEATER INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-345,NA,-13925,185336,171411,35285,10101-1851,200402,2015
BROOKLYN CHILDRENS MUSEUM CORP,White,multidisciplinary,Y,N,Youth,Y,NA,NA,14,273200,-2213584,-545333,-1699241,6807320,5108079,3764382,11213-1930,198110,2015
BROOKLYN POETS INC BROOKLYN POETS,Multiracial,literary arts,N,Y,n/a,NA,NA,NA,1,4000,-109,1326,-1435,51819,50384,12765,11211-2553,201412,2015
CAPOEIRA FOUNDATION INC DANCE BRAZIL,Black/Latino,dance: other,Y,Y,n/a,NA,NA,NA,1,5000,-61375,-43381,-17994,264607,246613,63664,10014-2010,198305,2015
CENTER FOR NEW AMERICAN MEDIA INC,White,film/electronic/media,N,N,n/a,Y,NA,NA,NA,NA,-39943,28850,-62507,114452,51945,6000,11217-2801,197906,2015
CHAMBER ORCHESTRA OF NEW YORK OTTORINO RESPIGHI,White,music: classical,N,N,n/a,N,NA,NA,2,3000,-9358,-3091,-6267,68223,61956,40565,10163-9596,200607,2015
CHILDRENS THEATRE COMPANY,Multiracial,theater,Y,Y,Youth,NA,NA,NA,2,800,-11213,-10273,-940,172994,172054,79450,10001-5541,200111,2015
CHINESE AMERICAN ARTS COUNCIL INCORPORATED,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-193328,-241025,47697,132649,180346,171320,10013-5800,198209,2015
CHINESE CULTURAL FOUNDATION INC,Asian/Pacific Islander,folk arts/heritage,Y,Y,n/a,NA,NA,NA,1,1200,-85739,-73222,-12517,24020,11503,11500,10019-4919,200311,2015
CHURCH STREET SCHOOL FOR MUSIC AND ART,White,multidisciplinary,Y,N,Youth,Y,NA,NA,5,32650,-1061293,-961070,-100223,2153356,2053133,393444,10007-1194,199402,2015
CITYWIDE YOUTH OPERA INC,White,opera,N,N,Youth,N,NA,NA,2,2000,-9172,11598,8729,44890,53619,21987,10017-4805,200507,2015
CLASSICAL SAXOPHONE PROJECT INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-4394,-11240,6943,62349,69292,40207,10019-5515,201406,2015
COLLABORATIVE URBAN SCULPTURE CONJUNCTION ARTS,White,visual arts,N,N,n/a,Y,NA,NA,NA,NA,-32802,NA,1566,46179,47745,47745,11205-1202,199002,2015
CONSTITUENT ARTS LIMITED DBA THE NEXT STAGE CO,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-14168,-5879,-8289,26004,17715,7578,10016-6700,197908,2015
COUNCIL OF LITERARY MAGAZINES AND PRESSES,White,literary arts,N,N,n/a,N,NA,NA,1,1000,-61866,199225,-28403,520998,492595,385991,10014-2840,196709,2015
CREATE 4 INC,White,social justice/social practice,Y,N,n/a,MD,NA,NA,NA,NA,-937,NA,-937,937,0,0,10019-1566,201511,2015
CULTURAL COLLABORATIVE JAMAICA INC,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,1,970,-107665,-47354,-28556,90477,61921,61921,11431-1155,201406,2015
CULTURE PROJECT INC,White,theater,Y,N,n/a,Y,NA,NA,4,30570,-1038661,-586517,-380019,1455285,1075266,454168,10012-2473,199801,2015
CULTURENOW INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-1050,NA,5982,47660,53642,53406,11101-3553,200210,2015
CURRAN EVENTS INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-10202,3182,-13384,67001,53617,24384,10003-9406,200109,2015
DACAPO CHAMBER PLAYERS INC,White,music: classical,N,N,n/a,N,NA,NA,3,17000,-863,52,-915,94144,93229,69469,10024-1223,197208,2015
DAEDALUS PRODUCTIONS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-16692,736,16902,38911,55813,46292,10024-3708,198206,2015
DANCE GIANT STEPS INC,White,dance: other,Y,N,n/a,Y,NA,NA,NA,NA,-29250,-24531,-4719,32955,28236,26862,11201-3548,198209,2015
DANCE PROJECT SEQUENCE INC,White,dance: other,N,N,n/a,MD,NA,closed?,NA,NA,-276292,-280031,3739,52427,56166,9560,11101-1631,199708,2015
DANCE RING,White,dance: ballet,N,N,Youth,N,NA,NA,NA,NA,-302763,-183457,-119306,1044707,925401,412560,10003-7504,197902,2015
DANCE4LIFE USA INC,White,dance: other,Y,N,n/a,N,NA,NA,NA,NA,-121264,-119755,-1509,1509,0,0,10003-2168,201206,2015
DANCING CRANE INC,White,folk arts/heritage,N,N,n/a,N,Cultural Heritage,NA,NA,NA,-48570,-53458,4888,129724,134612,44980,11204-3905,200012,2015
DANIEL FERRO VOCAL PROGRAM INC,White,music: other,N,N,n/a,N,NA,NA,1,5000,-78274,-81077,2803,122215,125018,58127,10022-8511,199407,2015
DOWNTOWN ARTS DEVELOPMENT INC,White,multidisciplinary,N,N,n/a,MD,NA,closed?,2,105000,-25258,-25258,0,0,0,0,10013-1106,200410,2015
DRUM MAJOR INSTITUTE INC,Black,music: other,Y,Y,n/a,NA,NA,NA,1,350000,-196844,-172557,4333,639564,643897,633897,10017-2200,199912,2015
EMERGING ARTISTS THEATRE CO INC,White,theater,N,N,n/a,N,NA,NA,1,1500,-26159,-27843,1684,131363,133047,75368,10001-6439,199405,2015
ENSEMBLE FOR THE ROMANTIC CENTURY INC,White,music: other,N,N,n/a,N,NA,NA,1,1500,-23250,-17316,-5934,309157,303223,238744,10028-0344,200206,2015
EPIC THEATRE CENTER INC,White,theater,N,N,n/a,Y,NA,NA,8,270000,-176002,-212635,36633,922564,959197,727330,10018-0568,200105,2015
EPIPHANY MAGAZINE INC,White,literary arts,N,N,n/a,N,NA,NA,NA,NA,-9798,-1490,-8278,78194,69916,64372,10014-4011,200707,2015
EQUILATERAL THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,closed?,NA,NA,-5230,0,683,32659,33342,1551,10018-5635,201405,2015
EQUUS PROJECTS INC DANCING WITH HORSES,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-4559,4925,-9484,41012,31528,12105,10011-5436,200406,2015
FALCONWORKS ARTISTS GROUP,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-5089,2635,-7724,95354,87630,76911,11231-1097,200408,2015
FANFARE THEATRE ENSEMBLE INC,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-60806,-55337,-5469,38606,33137,19792,10003-9001,197504,2015
FAUX REAL THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-5170,-10645,5475,31328,36803,31751,11205-1125,199707,2015
FIRE ISLAND ARTIST RESIDENCY INCORPORATED,White,visual arts,N,N,LGBTQ+,N,NA,NA,NA,NA,-2344,8296,-10640,94067,83427,83427,11105-2932,201407,2015
FORESIGHT FILMS INC,White,film/electronic/media,N,N,n/a,MD,NA,NA,NA,NA,-1073589,-920073,-153516,153617,101,0,11217-2213,198307,2015
FOUNDATION 20 21,White,film/electronic/media,N,N,n/a,MD,NA,NA,NA,NA,-5702141,-1925647,-3776494,3776494,0,0,11217-2308,199304,2015
FREESTYLE REPERTORY THEATRE,White,theater,N,N,n/a,N,NA,NA,NA,NA,-4428,-4475,47,90928,90975,9532,10024-4010,199612,2015
FRENCH CONSERVATORY OF MUSIC INC,White,music: classical,N,N,n/a,MD,NA,NA,NA,NA,-11294,0,-4268,19662,15394,14994,10019-5515,199501,2015
FRIGID NEW YORK INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-38331,NA,-24439,242137,217698,84485,10003-8904,201004,2015
FROG AND PEACH THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-8737,-11267,1712,56234,57946,57945,10034-4834,201208,2015
FUNDAMENTAL THEATER PROJECT,White,theater,N,N,n/a,N,NA,NA,NA,NA,-15730,NA,-19303,39855,20552,13381,10040-1593,201602,2015
GABRIELLE LANSNER AND COMPANY INCORPORATED,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-101849,NA,-95432,112748,17316,16727,10968-1019,200208,2015
GATHERING OF THE TRIBES,Multiracial,literary arts,Y,Y,n/a,NA,NA,NA,NA,NA,-226315,-231666,5351,44448,49799,47874,10009-8973,201506,2015
GEOPARADISE INC,White,multidisciplinary,Y,N,n/a,N,NA,NA,NA,NA,-28125,40123,-68248,247289,179041,119870,10003-7800,201409,2015
GERMAN AMERICAN COMMUNITY PROJECT INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-962,2197,-3503,14510,11007,7670,10163-1501,200806,2015
GOTHAM STAGE COMPANY INC,White,theater,N,N,n/a,N,NA,closed?,NA,NA,-723,-18952,18229,5489,23718,5719,10025-7493,200508,2015
GRAN PARADA DOMINICANA DE EL BRONX,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-16693,-16304,-389,203849,203460,203460,10451-2353,200402,2015
GRAPHIC ARTISTS GUILD FOUNDATION INC,White,other: graphic design,N,N,n/a,N,NA,NA,NA,NA,-8638,-657,-7981,7981,0,0,10001-3030,198404,2015
GROUP I ACTING COMPANY INC,White,theater,N,N,n/a,N,NA,NA,20,468600,-5783,-25754,19971,2151869,2171840,1613472,10036-4752,197310,2015
HARBOR LIGHTS THEATER COMPANY INC HARBOR LIGHTS,White,theater,N,N,n/a,MD,NA,NA,NA,NA,-126506,-66852,-59654,309094,249440,60924,10301-1432,201010,2015
HARLEM ARTS ALLIANCE,Multiracial,multidisciplinary,N,Y,n/a,NA,NA,NA,2,930,-129998,-24059,-105939,201371,95432,77207,10030-2604,200611,2015
HARLEM WEEK INC,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-37584,NA,-39780,629618,589838,481574,10030-2602,198104,2015
HARMONIE ENSEMBLE INC,White,music: classical,N,N,n/a,N,NA,NA,1,5000,-20695,-28911,8216,229020,237236,227300,10025-5386,198201,2015
HARPERS MAGAZINE FOUNDATION,White,literary arts,N,N,n/a,No,NA,NA,NA,NA,-132829,22460,139138,7123823,7262961,4679000,10012-2317,198105,2015
HARVESTWORKS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,3,46500,-33743,-85687,64444,481363,545807,426526,10012-3396,197706,2015
HEARTBEAT OPERA LTD,White,opera,Y,N,n/a,Y,NA,NA,NA,NA,-837,NA,-837,72702,71865,46142,10033-3544,201506,2015
HIGHLIGHTS IN JAZZ,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-6027,9803,-15830,64374,48544,6600,10010-6601,197611,2015
HISPANIC ORGANIZATION OF LATIN ACTORS,Hispanic/Latino,film/electronic/media,N,Y,n/a,NA,NA,NA,NA,NA,-10352,-3067,-7285,76801,69516,70826,10002-3387,198111,2015
HOUSE FOUNDATION FOR THE ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,8,139500,-34158,-46382,-6963,835515,828552,572336,10013-2260,197205,2015
HWANG GALLERY INC,Asian/Pacific Islander,visual arts,N,Y,n/a,NA,NA,NA,NA,NA,-49,-155,106,12112,12218,9892,11354-5403,0,2015
IDENTITY THEATER COMPANY NICHOLAS A LINNEHAN SOLE MBR,White,theater,N,N,Disability,N,NA,NA,NA,NA,-561,NA,-561,5881,5320,0,10029-0259,201603,2015
IKON ARTS FOUNDATION INC,White,visual arts,N,N,n/a,N,Cultural Heritage,NA,NA,NA,-6338,172,-6510,79917,73407,73407,10013-3141,201308,2015
IMPACT THEATRE INC,Black,multidisciplinary,Y,Y,n/a,NA,NA,NA,NA,NA,-6583,61327,-17406,112007,94601,13500,10025-5059,200405,2015
INDEPENDENT FILMWORKS INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-49997,-95080,45083,3726,48809,48000,10001-6818,199507,2015
INDEPENDENT MEDIA ARTS PRESERVATION INC,White,film/electronic/media,N,N,n/a,MD,NA,closed? 2015,NA,NA,-3138,6906,-10044,13174,3130,3130,10468-1527,200307,2015
INDIAN CULTURAL SOCIETY INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-1320,-10068,8748,5707,14455,14455,11420-1618,200804,2015
INDO AMERICAN ARTS COUNCIL INC,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,8,37700,-124741,-46876,-77864,327564,249700,164070,10021-3701,199901,2015
INDO CARIBBEAN FEDERATION INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-6586,NA,-790,16887,16097,12520,11418-2922,201510,2015
INFINITY DANCE THEATER COMPANY LTD,White,dance: other,N,N,Disability,N,NA,NA,NA,NA,-11253,NA,9122,27032,36154,33455,10025-7484,199707,2015
INNERVISION THEATRE ARTS CENTER INC,Black,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-244468,-239717,-5803,246100,240297,0,11434-1335,201008,2015
INNOVATIVE ARTS INC,MD,theater,MD,MD,MD,MD,NA,NA,NA,NA,-15891,1157,-17048,20866,3818,3818,10019-5515,200703,2015
INSTITUTE OF PLAY INC,White,other:game design,N,N,n/a,N,NA,NA,NA,NA,-304341,139919,-444260,2622037,2177777,1778883,10001-6803,200709,2015
INTERNATIONAL COUNCIL OF NATAS FOUNDATION INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-8096,1530,-9626,9628,2,0,10019-6129,198810,2015
INTERNATIONAL THEATRE AND LITERACY PROJECT INC,White,theater,Y,N,n/a,N,NA,NA,1,1200,-135,800,-935,34723,33788,33788,10014-3338,200710,2015
IRISH HUNGER MEMORIAL FOUNDATION,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-18989,-18222,-767,977,210,210,10104-0101,200803,2015
ITALIAN AMERICAN MUSEUM,White,folk arts/heritage,N,N,n/a,N,NA,NA,1,1000,-2134217,-1597276,-536941,140364,-396577,108508,10461-1802,200204,2015
J COLLABO ORG CORP,Asian/Pacific Islander,visual arts,N,Y,n/a,NA,NA,NA,NA,NA,-6214,-13244,7030,15840,22870,22870,11215-3486,201206,2015
JACK MUSIC INC JACK QUARTET,White,music: other,N,N,n/a,N,NA,NA,1,10000,-45125,-26248,-18878,374698,355820,21606,10033-6817,200908,2015
JEZEBEL PRODUCTIONS INC,White,film/electronic/media,N,N,Women,N,NA,NA,NA,NA,-7071,-3411,-3660,21192,17532,8450,10011-0000,199111,2015
JOSE LIMON DANCE FOUNDATION,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,8,225000,-213888,-355695,129701,852440,982141,461144,10031-1814,198610,2015
JOY THROUGH ART FOUNDATION INC,White,music: other,N,N,Infirm,N,NA,NA,NA,NA,-3081,10426,-13707,41356,27649,27649,10018-1905,200912,2015
KEYSTONE DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,2,3500,-18152,-16090,-2062,6964,4902,4000,10001-4902,199307,2015
KIDS CREATIVE 404 INC KIDS CREATIVE,White,multidisciplinary,N,N,n/a,Y,NA,NA,4,193000,-14751,-31038,16287,1114170,1130457,879364,10003-3004,200401,2015
KINDRED SPIRITS FOUNDATION INC,White,multidisciplinary,N,N,Youth,ND,NA,NA,NA,NA,-98538,6264,-3803,26517,22714,20800,10023-5401,199504,2015
KINGS MAJESTIC CORPORATION,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,3,34500,-122324,69839,-76642,596530,519888,497841,11217-1112,199401,2015
KOREAN AMERICAN ASSOCIATION OF QUEENS NEW YORK,Asian/Pacific Islander,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-14994,-22797,7803,120946,128749,19461,11358-0000,201208,2015
KOREAN AMERICAN HERITAGE FOUNDATION INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-134171,-100496,-33675,119425,85750,76100,11358-2056,201112,2015
KYO SHIN AN ARTS INC,Asian/Pacific Islander,music: other,N,Y,n/a,NA,Cultural Heritage,NA,2,2500,-31592,NA,-7679,68253,60574,30850,11215-2340,200902,2015
LABYRINTH INC,White,theater,N,N,n/a,N,NA,NA,10,180100,-77971,91278,-169249,1335498,1166249,1045342,10014-2049,200204,2015
LATIN AMERICAN WORKSHOP INC EL TALLER LATINO AMERICANO,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-4984,243,-5227,402702,397475,88661,10029-6801,199007,2015
LES BALLETS GRANDIVA LTD,White,dance: ballet,N,N,n/a,N,NA,NA,NA,NA,-47671,-48741,1070,570,1640,0,10017-0000,200204,2015
LIFE THROUGH DANCE INC,White,dance: other,N,N,n/a,N,NA,NA,1,750,-21217,-44250,17033,52711,69744,57175,10025-3455,199310,2015
LIVING TRADITIONS INC,White,folk arts/heritage,N,N,n/a,N,NA,NA,NA,NA,-15279,NA,-29706,90858,61152,60000,11231-1338,199408,2015
LOCO MOTION DANCE THEATRE FOR CHILDREN INC,White,dance: other,N,N,Youth,N,NA,NA,NA,NA,-19,285,-304,86323,86019,48424,11217-2015,199504,2015
LOLA LOUIS CREATIVE AND PERFORMING ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-3225,-4871,1646,34716,36362,36362,10466-3155,200707,2015
LOUISE T BLOUIN FOUNDATION INC,White,multidisciplinary,N,N,n/a,N,NA,closed?,NA,NA,-6141079,-5681831,-459248,302881,-156367,88,10013-2070,201508,2015
LOVE CREEK PRODUCTIONS INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-211419,NA,557,14633,15190,50,11101-4721,199003,2015
LUBOVITCH DANCE FOUNDATION INC,White,dance: other,N,N,n/a,N,NA,NA,7,83250,-123768,-132459,8691,871616,880307,419062,10036-7205,197206,2015
MANHATTAN ENSEMBLE THEATRE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-1461284,-1451313,-9971,56057,46086,45808,10014-3276,199912,2015
MANHATTAN YOUTH BALLET INC,White,dance: ballet,N,N,Youth,N,NA,NA,2,1200,-185103,-235948,50845,824988,875833,0,10023-7403,200703,2015
MANNA HOUSE WORKSHOPS INC,Black,music: other,Y,Y,n/a,NA,NA,NA,NA,NA,-149172,-114257,-29508,166198,136690,102680,10029-4833,196804,2015
MARK STUART DANCE THEATRE INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-35863,-1921,-33942,265726,231784,1934,10001-7604,201201,2015
MARTHA GRAHAM SCHOOL OF CONTEMPORARY DANCE INC,White,dance: other,N,N,n/a,N,NA,NA,1,5000,-533926,-558427,24501,729876,754377,231771,10065-7702,195901,2015
MARTIN LUTHER KING JR CONCERT SERIES INC,Black,music: other,N,Y,n/a,NA,NA,NA,NA,NA,-295622,-172321,-123301,617039,493738,493734,11201-3832,198306,2015
MEDICINE SHOW THEATRE ENSEMBLE INC,White,theater,N,N,n/a,N,NA,closed?,1,4000,-1720,-1272,-448,74074,73626,27525,10019-5012,197212,2015
MILLENNIUM DANCE COMPANY INC,Black,dance: other,N,Y,Youth,NA,NA,NA,NA,NA,-26039,-20973,-5066,72738,67672,0,10030-2405,199712,2015
MIMI GARRARD DANCE COMPANY INC,White,multidisciplinary,N,N,n/a,N,NA,NA,2,3250,-52107,-52367,260,7554,7814,7125,10175-0003,197301,2015
MISNOMER,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-154361,-95465,-58896,1027390,968494,177356,11218-2108,200809,2015
MODERN DAY GRIOT THEATRE COMPANY,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-20907,-18606,-2301,11492,9191,6850,11226-4108,201302,2015
MOMA AUXILIARIES INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-1252533,-1252533,0,0,0,0,10019-5401,199802,2015
MORBID ANATOMY MUSEUM,White,other,N,N,n/a,N,NA,closed 2016,NA,NA,-210859,NA,-309526,619644,310118,310118,11215-3112,201502,2015
MULLER WORKS FOUNDATION,White,dance: other,N,N,n/a,N,NA,closed?,3,2650,-139348,-140066,22232,407023,429255,311542,10011-1942,197501,2015
MUSIC ASSOCIATES OF NEW YORK LTD,MD,music: classical,MD,MD,MD,MD,NA,NA,NA,NA,-18537,-7250,-11287,14093,2806,2800,11360-4565,198210,2015
MUSIC AT THE ANTHOLOGY INC,White,music: other,N,N,n/a,N,NA,NA,5,32500,-2325,-3434,1109,166696,167805,167796,10013-2260,200103,2015
MUSIC BRIDGES INTERNATIONAL INC,White,music: classical,N,N,n/a,MD,NA,closed?,NA,NA,-2542,-2540,341,2509,2850,2850,10023-2789,200509,2015
MUSIC OF THE SPHERES SOCIETY INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-9120,-10003,883,10097,10980,4402,10024-6893,200212,2015
MUSIC THEATRE GROUP INC,White,theater,N,N,n/a,MD,NA,closed 2016,3,5500,-110941,-102849,-8092,67061,58969,55733,10025-1519,196504,2015
MUSICA DE CAMARA INC,Hispanic/Latino,music: classical,N,Y,n/a,NA,NA,NA,1,5000,-14911,-4773,-10139,145026,134887,134887,10029-5233,198704,2015
NATIONAL BLACK TOURING CIRCUIT INC,Black,theater,N,Y,n/a,NA,NA,NA,1,10000,-27496,-36423,11770,55521,67291,65558,10032-7442,197611,2015
NATIONAL CHORAL COUNCIL INC,White,music: classical,N,N,n/a,N,NA,NA,3,32000,-4409,2552,-6961,426656,419695,118455,10019-6970,196712,2015
NATIONAL JEWELRY INSTITUTE INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-214238,-183553,-7539,669459,661920,349620,10022-9815,200304,2015
NATIONAL MUSIC THEATRE NETWORK INC,White,theater,N,N,n/a,MD,NA,closed 2016,NA,NA,-151110,-93787,-57323,1605242,1547919,492903,10036-8104,198405,2015
NDI CENTER CORP,White,dance: other,N,N,n/a,Y,NA,NA,NA,NA,-2069254,-1608722,-460532,574700,114168,0,10039-3427,201012,2015
NEGRO ENSEMBLE COMPANY INC,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-5704,-32270,-842,135381,134539,32833,10036-6908,196703,2015
NEW CENTURY ARTISTS INC,White,visual arts,N,N,n/a,N,NA,closed?,NA,NA,-5391,15646,-21037,53528,32491,3005,11209-1606,199705,2015
NEW DANCE ALLIANCE INC,Diverse,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-14040,-18626,3877,49105,52982,37578,10013-6605,198701,2015
NEW FEDERAL THEATER INC,Black,theater,N,Y,n/a,NA,NA,NA,4,52500,-12943,17944,-13585,455658,442073,398252,10002-4816,197601,2015
